[1447, 1063]
[folio, [431.0, 55.0, 197.0, 18.0], FmmLEFjrbb, 5762800]
[paragraph, [535.0, 265.0, 414.0, 18.0], Rdd6SR9u_o, 5762800]
[paragraph, [535.0, 283.0, 414.0, 18.0], Rdd6SR9u_o, 5762800]
[paragraph, [535.0, 301.0, 414.0, 18.0], Rdd6SR9u_o, 5762800]
[paragraph, [535.0, 319.0, 414.0, 18.0], Rdd6SR9u_o, 5762800]
[paragraph, [535.0, 337.0, 414.0, 18.0], Rdd6SR9u_o, 5762800]
[paragraph, [110.0, 369.0, 414.0, 18.0], deVyrD32TW, 5762800]
[paragraph, [110.0, 387.0, 414.0, 18.0], deVyrD32TW, 5762800]
[paragraph, [110.0, 405.0, 414.0, 18.0], deVyrD32TW, 5762800]
[paragraph, [110.0, 423.0, 414.0, 18.0], deVyrD32TW, 5762800]
[paragraph, [110.0, 441.0, 414.0, 18.0], deVyrD32TW, 5762800]
[paragraph, [110.0, 459.0, 414.0, 18.0], deVyrD32TW, 5762800]
[paragraph, [110.0, 477.0, 414.0, 18.0], deVyrD32TW, 5762800]
[paragraph, [110.0, 495.0, 414.0, 18.0], deVyrD32TW, 5762800]
[paragraph, [110.0, 513.0, 414.0, 18.0], deVyrD32TW, 5762800]
[paragraph, [110.0, 531.0, 414.0, 18.0], deVyrD32TW, 5762800]
[paragraph, [110.0, 549.0, 414.0, 18.0], deVyrD32TW, 5762800]
[paragraph, [110.0, 567.0, 414.0, 18.0], deVyrD32TW, 5762800]
[paragraph, [110.0, 585.0, 414.0, 18.0], deVyrD32TW, 5762800]
[paragraph, [110.0, 603.0, 414.0, 18.0], deVyrD32TW, 5762800]
[paragraph, [110.0, 621.0, 414.0, 18.0], deVyrD32TW, 5762800]
[paragraph, [536.0, 385.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 403.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 421.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 439.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 457.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 475.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 493.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 511.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 529.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 547.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 565.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 583.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 601.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 619.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 637.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 655.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 673.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 691.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 709.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 727.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 745.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 763.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 781.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 799.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 817.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 835.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 853.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 871.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 889.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 907.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[paragraph, [536.0, 925.0, 415.0, 18.0], g-9tN2QOhV, 5762800]
[section-title, [107.0, 672.0, 310.0, 30.0], X4f9-eM7BV, 5762800]
[section-title, [107.0, 702.0, 310.0, 30.0], X4f9-eM7BV, 5762800]
[paragraph, [111.0, 755.0, 418.0, 18.0], sD2I7fgYTj, 5762800]
[paragraph, [111.0, 773.0, 418.0, 18.0], sD2I7fgYTj, 5762800]
[paragraph, [111.0, 791.0, 418.0, 18.0], sD2I7fgYTj, 5762800]
[paragraph, [111.0, 809.0, 418.0, 18.0], sD2I7fgYTj, 5762800]
[paragraph, [111.0, 827.0, 418.0, 18.0], sD2I7fgYTj, 5762800]
[paragraph, [111.0, 845.0, 418.0, 18.0], sD2I7fgYTj, 5762800]
[paragraph, [111.0, 863.0, 418.0, 18.0], sD2I7fgYTj, 5762800]
[paragraph, [111.0, 881.0, 418.0, 18.0], sD2I7fgYTj, 5762800]
[paragraph, [111.0, 899.0, 418.0, 18.0], sD2I7fgYTj, 5762800]
[paragraph, [111.0, 917.0, 418.0, 18.0], sD2I7fgYTj, 5762800]
