[2230, 1704]
[paragraph, [913.0, 169.0, 769.0, 36.0], shoonya_6sYG9F5NYW4PWQ, 5653894]
[paragraph, [118.0, 750.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 786.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 822.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 858.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 894.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 930.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 966.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 1002.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 1038.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 1074.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 1110.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 1146.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 1182.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 1218.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 1254.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 1290.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 1326.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 1362.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 1398.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 1434.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 1470.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 1506.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 1542.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 1578.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 1614.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [118.0, 1650.0, 364.0, 36.0], shoonya_2s9QCBZQC8OUCX, 5653894]
[paragraph, [1371.0, 1098.0, 309.0, 36.0], shoonya_5sHD3G4ZFDRDIQ, 5653894]
[paragraph, [1371.0, 1134.0, 309.0, 36.0], shoonya_5sHD3G4ZFDRDIQ, 5653894]
[paragraph, [1371.0, 1170.0, 309.0, 36.0], shoonya_5sHD3G4ZFDRDIQ, 5653894]
[paragraph, [1371.0, 1206.0, 309.0, 36.0], shoonya_5sHD3G4ZFDRDIQ, 5653894]
[paragraph, [1371.0, 1242.0, 309.0, 36.0], shoonya_5sHD3G4ZFDRDIQ, 5653894]
[paragraph, [1371.0, 1278.0, 309.0, 36.0], shoonya_5sHD3G4ZFDRDIQ, 5653894]
[paragraph, [1371.0, 1314.0, 309.0, 36.0], shoonya_5sHD3G4ZFDRDIQ, 5653894]
[paragraph, [1371.0, 1350.0, 309.0, 36.0], shoonya_5sHD3G4ZFDRDIQ, 5653894]
[paragraph, [1371.0, 1386.0, 309.0, 36.0], shoonya_5sHD3G4ZFDRDIQ, 5653894]
[paragraph, [1371.0, 1422.0, 309.0, 36.0], shoonya_5sHD3G4ZFDRDIQ, 5653894]
[paragraph, [1371.0, 1458.0, 309.0, 36.0], shoonya_5sHD3G4ZFDRDIQ, 5653894]
[paragraph, [1371.0, 1494.0, 309.0, 36.0], shoonya_5sHD3G4ZFDRDIQ, 5653894]
[paragraph, [1371.0, 1530.0, 309.0, 36.0], shoonya_5sHD3G4ZFDRDIQ, 5653894]
[paragraph, [1371.0, 1566.0, 309.0, 36.0], shoonya_5sHD3G4ZFDRDIQ, 5653894]
[paragraph, [1371.0, 1602.0, 309.0, 36.0], shoonya_5sHD3G4ZFDRDIQ, 5653894]
[paragraph, [1371.0, 1638.0, 309.0, 36.0], shoonya_5sHD3G4ZFDRDIQ, 5653894]
[paragraph, [1371.0, 1674.0, 309.0, 36.0], shoonya_5sHD3G4ZFDRDIQ, 5653894]
[paragraph, [141.0, 1710.0, 771.0, 36.0], shoonya_0sH43BYFNYBA5N, 5653894]
[paragraph, [141.0, 1746.0, 771.0, 36.0], shoonya_0sH43BYFNYBA5N, 5653894]
[paragraph, [141.0, 1782.0, 771.0, 36.0], shoonya_0sH43BYFNYBA5N, 5653894]
[paragraph, [141.0, 1818.0, 771.0, 36.0], shoonya_0sH43BYFNYBA5N, 5653894]
[paragraph, [141.0, 1854.0, 771.0, 36.0], shoonya_0sH43BYFNYBA5N, 5653894]
[paragraph, [141.0, 1890.0, 771.0, 36.0], shoonya_0sH43BYFNYBA5N, 5653894]
[paragraph, [141.0, 1926.0, 771.0, 36.0], shoonya_0sH43BYFNYBA5N, 5653894]
[paragraph, [141.0, 1962.0, 771.0, 36.0], shoonya_0sH43BYFNYBA5N, 5653894]
[paragraph, [141.0, 1998.0, 771.0, 36.0], shoonya_0sH43BYFNYBA5N, 5653894]
[paragraph, [141.0, 2034.0, 771.0, 36.0], shoonya_0sH43BYFNYBA5N, 5653894]
[paragraph, [141.0, 2070.0, 771.0, 36.0], shoonya_0sH43BYFNYBA5N, 5653894]
[paragraph, [932.0, 1719.0, 754.0, 36.0], shoonya_4sXLWAERQ46GJL, 5653894]
[paragraph, [932.0, 1755.0, 754.0, 36.0], shoonya_4sXLWAERQ46GJL, 5653894]
[paragraph, [932.0, 1791.0, 754.0, 36.0], shoonya_4sXLWAERQ46GJL, 5653894]
[paragraph, [932.0, 1827.0, 754.0, 36.0], shoonya_4sXLWAERQ46GJL, 5653894]
[paragraph, [932.0, 1863.0, 754.0, 36.0], shoonya_4sXLWAERQ46GJL, 5653894]
[paragraph, [932.0, 1899.0, 754.0, 36.0], shoonya_4sXLWAERQ46GJL, 5653894]
[paragraph, [932.0, 1935.0, 754.0, 36.0], shoonya_4sXLWAERQ46GJL, 5653894]
[paragraph, [932.0, 1971.0, 754.0, 36.0], shoonya_4sXLWAERQ46GJL, 5653894]
[paragraph, [932.0, 2007.0, 754.0, 36.0], shoonya_4sXLWAERQ46GJL, 5653894]
[paragraph, [932.0, 2043.0, 754.0, 36.0], shoonya_4sXLWAERQ46GJL, 5653894]
[paragraph, [932.0, 2079.0, 754.0, 36.0], shoonya_4sXLWAERQ46GJL, 5653894]
[folio, [847.0, 2151.0, 172.0, 36.0], shoonya_8sZ1NJ4FBCPRKH, 5653894]
