[1468, 909]
[folio, [386.0, 74.0, 151.0, 18.0], shoonya_0sRNMRJRR2EYER, 5770254]
[paragraph, [77.0, 252.0, 378.0, 18.0], I7yhQX5gLP, 5770254]
[paragraph, [77.0, 270.0, 378.0, 18.0], I7yhQX5gLP, 5770254]
[paragraph, [77.0, 288.0, 378.0, 18.0], I7yhQX5gLP, 5770254]
[paragraph, [77.0, 306.0, 378.0, 18.0], I7yhQX5gLP, 5770254]
[paragraph, [77.0, 324.0, 378.0, 18.0], I7yhQX5gLP, 5770254]
[paragraph, [77.0, 342.0, 378.0, 18.0], I7yhQX5gLP, 5770254]
[paragraph, [77.0, 360.0, 378.0, 18.0], I7yhQX5gLP, 5770254]
[paragraph, [77.0, 378.0, 378.0, 18.0], I7yhQX5gLP, 5770254]
[paragraph, [77.0, 396.0, 378.0, 18.0], I7yhQX5gLP, 5770254]
[paragraph, [77.0, 414.0, 378.0, 18.0], I7yhQX5gLP, 5770254]
[paragraph, [77.0, 432.0, 378.0, 18.0], I7yhQX5gLP, 5770254]
[paragraph, [77.0, 450.0, 378.0, 18.0], I7yhQX5gLP, 5770254]
[paragraph, [77.0, 468.0, 378.0, 18.0], I7yhQX5gLP, 5770254]
[paragraph, [79.0, 482.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 500.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 518.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 536.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 554.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 572.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 590.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 608.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 626.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 644.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 662.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 680.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 698.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 716.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 734.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 752.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 770.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 788.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 806.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 824.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 842.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 860.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 878.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 896.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 914.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 932.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 950.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 968.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 986.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 1004.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 1022.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 1040.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 1058.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 1076.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 1094.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 1112.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 1130.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 1148.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 1166.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 1184.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [79.0, 1202.0, 372.0, 18.0], jgJXVR7CFJ, 5770254]
[paragraph, [455.0, 607.0, 372.0, 18.0], RVvL9BXgWV, 5770254]
[paragraph, [455.0, 625.0, 372.0, 18.0], RVvL9BXgWV, 5770254]
[paragraph, [455.0, 643.0, 372.0, 18.0], RVvL9BXgWV, 5770254]
[paragraph, [455.0, 661.0, 372.0, 18.0], RVvL9BXgWV, 5770254]
[paragraph, [455.0, 679.0, 372.0, 18.0], RVvL9BXgWV, 5770254]
[paragraph, [455.0, 697.0, 372.0, 18.0], RVvL9BXgWV, 5770254]
[paragraph, [455.0, 715.0, 372.0, 18.0], RVvL9BXgWV, 5770254]
[paragraph, [455.0, 733.0, 372.0, 18.0], RVvL9BXgWV, 5770254]
[paragraph, [455.0, 751.0, 372.0, 18.0], RVvL9BXgWV, 5770254]
[paragraph, [455.0, 769.0, 372.0, 18.0], RVvL9BXgWV, 5770254]
[paragraph, [455.0, 787.0, 372.0, 18.0], RVvL9BXgWV, 5770254]
[paragraph, [455.0, 805.0, 372.0, 18.0], RVvL9BXgWV, 5770254]
[paragraph, [455.0, 823.0, 372.0, 18.0], RVvL9BXgWV, 5770254]
[paragraph, [459.0, 838.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 856.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 874.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 892.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 910.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 928.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 946.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 964.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 982.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 1000.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 1018.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 1036.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 1054.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 1072.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 1090.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 1108.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 1126.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 1144.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 1162.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 1180.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 1198.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 1216.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 1234.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 1252.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 1270.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 1288.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [459.0, 1306.0, 371.0, 18.0], 8CUeSB7F81, 5770254]
[paragraph, [77.0, 1208.0, 380.0, 18.0], sB5NvtReUN, 5770254]
[paragraph, [77.0, 1226.0, 380.0, 18.0], sB5NvtReUN, 5770254]
[paragraph, [77.0, 1244.0, 380.0, 18.0], sB5NvtReUN, 5770254]
[paragraph, [77.0, 1262.0, 380.0, 18.0], sB5NvtReUN, 5770254]
[paragraph, [77.0, 1280.0, 380.0, 18.0], sB5NvtReUN, 5770254]
[paragraph, [77.0, 1298.0, 380.0, 18.0], sB5NvtReUN, 5770254]
[reference, [648.0, 1265.0, 93.0, 18.0], sVzpcoMc9c, 5770254]
[reference, [560.0, 1291.0, 113.0, 18.0], Es9Kn8q7kF, 5770254]
[footnote, [81.0, 1332.0, 744.0, 18.0], 3BeUi9wMH9, 5770254]
[footnote, [81.0, 1350.0, 744.0, 18.0], 3BeUi9wMH9, 5770254]
[footnote, [81.0, 1368.0, 744.0, 18.0], 3BeUi9wMH9, 5770254]
