[1447, 1063]
[folio, [429.0, 54.0, 207.0, 18.0], bEPg8XDGda, 5762955]
[paragraph, [92.0, 648.0, 432.0, 18.0], shoonya_3s8XIOWKZFSVR0, 5762955]
[paragraph, [92.0, 666.0, 432.0, 18.0], shoonya_3s8XIOWKZFSVR0, 5762955]
[paragraph, [92.0, 684.0, 432.0, 18.0], shoonya_3s8XIOWKZFSVR0, 5762955]
[paragraph, [92.0, 702.0, 432.0, 18.0], shoonya_3s8XIOWKZFSVR0, 5762955]
[paragraph, [92.0, 720.0, 432.0, 18.0], shoonya_3s8XIOWKZFSVR0, 5762955]
[paragraph, [92.0, 738.0, 432.0, 18.0], shoonya_3s8XIOWKZFSVR0, 5762955]
[paragraph, [92.0, 756.0, 432.0, 18.0], shoonya_3s8XIOWKZFSVR0, 5762955]
[paragraph, [92.0, 774.0, 432.0, 18.0], shoonya_3s8XIOWKZFSVR0, 5762955]
[paragraph, [92.0, 792.0, 432.0, 18.0], shoonya_3s8XIOWKZFSVR0, 5762955]
[paragraph, [92.0, 810.0, 432.0, 18.0], shoonya_3s8XIOWKZFSVR0, 5762955]
[paragraph, [92.0, 828.0, 432.0, 18.0], shoonya_3s8XIOWKZFSVR0, 5762955]
[paragraph, [92.0, 846.0, 432.0, 18.0], shoonya_3s8XIOWKZFSVR0, 5762955]
[paragraph, [92.0, 864.0, 432.0, 18.0], shoonya_3s8XIOWKZFSVR0, 5762955]
[paragraph, [92.0, 882.0, 432.0, 18.0], shoonya_3s8XIOWKZFSVR0, 5762955]
[paragraph, [536.0, 711.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 729.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 747.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 765.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 783.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 801.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 819.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 837.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 855.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 873.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 891.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 909.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 927.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 945.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 963.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 981.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 999.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 1017.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 1035.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 1053.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 1071.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [536.0, 1089.0, 434.0, 18.0], shoonya_5sWZDC69102319, 5762955]
[paragraph, [94.0, 919.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 937.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 955.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 973.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 991.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 1009.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 1027.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 1045.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 1063.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 1081.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 1099.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 1117.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 1135.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 1153.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 1171.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 1189.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 1207.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 1225.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 1243.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 1261.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 1279.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 1297.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 1315.0, 430.0, 18.0], _PI-peiACh, 5762955]
[paragraph, [94.0, 1333.0, 430.0, 18.0], _PI-peiACh, 5762955]
