[3960, 3060]
[ordered-list, [740.0, 362.0, 1998.0, 52.5], egT5KZ0KDn, 5698541]
[ordered-list, [789.0, 1617.0, 1952.0, 52.5], shoonya_1sLQSXWHYQPF17, 5698541]
[ordered-list, [789.0, 1669.5, 1952.0, 52.5], shoonya_1sLQSXWHYQPF17, 5698541]
[ordered-list, [789.0, 1722.0, 1952.0, 52.5], shoonya_1sLQSXWHYQPF17, 5698541]
[ordered-list, [789.0, 1774.5, 1952.0, 52.5], shoonya_1sLQSXWHYQPF17, 5698541]
[ordered-list, [789.0, 1827.0, 1952.0, 52.5], shoonya_1sLQSXWHYQPF17, 5698541]
[ordered-list, [789.0, 1879.5, 1952.0, 52.5], shoonya_1sLQSXWHYQPF17, 5698541]
[ordered-list, [789.0, 1932.0, 1952.0, 52.5], shoonya_1sLQSXWHYQPF17, 5698541]
[ordered-list, [789.0, 1984.5, 1952.0, 52.5], shoonya_1sLQSXWHYQPF17, 5698541]
[ordered-list, [789.0, 2037.0, 1952.0, 52.5], shoonya_1sLQSXWHYQPF17, 5698541]
[ordered-list, [789.0, 2089.5, 1952.0, 52.5], shoonya_1sLQSXWHYQPF17, 5698541]
[answer, [764.0, 2404.0, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 2456.5, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 2509.0, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 2561.5, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 2614.0, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 2666.5, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 2719.0, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 2771.5, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 2824.0, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 2876.5, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 2929.0, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 2981.5, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 3034.0, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 3086.5, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 3139.0, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 3191.5, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 3244.0, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 3296.5, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 3349.0, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 3401.5, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 3454.0, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 3506.5, 2041.0, 52.5], vWzh197dJX, 5698541]
[answer, [764.0, 3559.0, 2041.0, 52.5], vWzh197dJX, 5698541]
[ordered-list, [933.0, 2416.0, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 2468.5, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 2521.0, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 2573.5, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 2626.0, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 2678.5, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 2731.0, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 2783.5, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 2836.0, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 2888.5, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 2941.0, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 2993.5, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 3046.0, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 3098.5, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 3151.0, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 3203.5, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 3256.0, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 3308.5, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 3361.0, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 3413.5, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 3466.0, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
[ordered-list, [933.0, 3518.5, 1848.0, 52.5], 4uyeqF3WdU, 5698541]
