[3960, 3060]
[paragraph, [338.0, 251.0, 2385.0, 52.5], DAlySGZ9s2, 5698283]
[ordered-list, [295.0, 1720.0, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 1772.5, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 1825.0, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 1877.5, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 1930.0, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 1982.5, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 2035.0, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 2087.5, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 2140.0, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 2192.5, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 2245.0, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 2297.5, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 2350.0, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 2402.5, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 2455.0, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 2507.5, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 2560.0, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 2612.5, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 2665.0, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 2717.5, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 2770.0, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 2822.5, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 2875.0, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 2927.5, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 2980.0, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 3032.5, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 3085.0, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 3137.5, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 3190.0, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 3242.5, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 3295.0, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 3347.5, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 3400.0, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[ordered-list, [295.0, 3452.5, 2480.0, 52.5], shoonya_0sPD90V1OIIX4E, 5698283]
[sub-ordered-list, [318.0, 795.0, 2405.0, 52.5], O7bEbKGwye, 5698283]
[sub-ordered-list, [318.0, 847.5, 2405.0, 52.5], O7bEbKGwye, 5698283]
[sub-ordered-list, [318.0, 900.0, 2405.0, 52.5], O7bEbKGwye, 5698283]
[sub-ordered-list, [318.0, 952.5, 2405.0, 52.5], O7bEbKGwye, 5698283]
[sub-ordered-list, [318.0, 1005.0, 2405.0, 52.5], O7bEbKGwye, 5698283]
[sub-ordered-list, [318.0, 1057.5, 2405.0, 52.5], O7bEbKGwye, 5698283]
[sub-ordered-list, [318.0, 1110.0, 2405.0, 52.5], O7bEbKGwye, 5698283]
[sub-ordered-list, [318.0, 1162.5, 2405.0, 52.5], O7bEbKGwye, 5698283]
[sub-ordered-list, [318.0, 1215.0, 2405.0, 52.5], O7bEbKGwye, 5698283]
[sub-ordered-list, [318.0, 1267.5, 2405.0, 52.5], O7bEbKGwye, 5698283]
[sub-ordered-list, [318.0, 1320.0, 2405.0, 52.5], O7bEbKGwye, 5698283]
[sub-ordered-list, [318.0, 1372.5, 2405.0, 52.5], O7bEbKGwye, 5698283]
[sub-ordered-list, [318.0, 1425.0, 2405.0, 52.5], O7bEbKGwye, 5698283]
[sub-ordered-list, [318.0, 1477.5, 2405.0, 52.5], O7bEbKGwye, 5698283]
[sub-ordered-list, [318.0, 1530.0, 2405.0, 52.5], O7bEbKGwye, 5698283]
[sub-ordered-list, [318.0, 1582.5, 2405.0, 52.5], O7bEbKGwye, 5698283]
[sub-ordered-list, [341.0, 1868.0, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 1920.5, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 1973.0, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 2025.5, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 2078.0, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 2130.5, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 2183.0, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 2235.5, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 2288.0, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 2340.5, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 2393.0, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 2445.5, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 2498.0, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 2550.5, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 2603.0, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 2655.5, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 2708.0, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 2760.5, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 2813.0, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 2865.5, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 2918.0, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 2970.5, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 3023.0, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 3075.5, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 3128.0, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 3180.5, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 3233.0, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 3285.5, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 3338.0, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 3390.5, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
[sub-ordered-list, [341.0, 3443.0, 2400.0, 52.5], 3_OpG4Jya9, 5698283]
