[2339, 1653]
[folio, [1314.0, 363.0, 132.0, 36.0], vUAGFDnwHE, 5735483]
[paragraph, [205.0, 1590.0, 612.0, 36.0], shoonya_6s7L24LI9X7DE0, 5735483]
[section-title, [838.0, 1315.0, 282.0, 52.5], shoonya_10sUWVDMLYVVTU, 5735483]
[paragraph, [841.0, 1375.0, 162.0, 36.0], shoonya_13sLF5X3VIEK99, 5735483]
[paragraph, [1109.0, 1453.0, 339.0, 36.0], shoonya_19s7IXBJGCTILD, 5735483]
[paragraph, [1109.0, 1489.0, 339.0, 36.0], shoonya_19s7IXBJGCTILD, 5735483]
[paragraph, [1109.0, 1525.0, 339.0, 36.0], shoonya_19s7IXBJGCTILD, 5735483]
[paragraph, [1109.0, 1561.0, 339.0, 36.0], shoonya_19s7IXBJGCTILD, 5735483]
[paragraph, [1109.0, 1597.0, 339.0, 36.0], shoonya_19s7IXBJGCTILD, 5735483]
[paragraph, [1109.0, 1633.0, 339.0, 36.0], shoonya_19s7IXBJGCTILD, 5735483]
[paragraph, [1109.0, 1669.0, 339.0, 36.0], shoonya_19s7IXBJGCTILD, 5735483]
[paragraph, [1109.0, 1705.0, 339.0, 36.0], shoonya_19s7IXBJGCTILD, 5735483]
[paragraph, [1109.0, 1741.0, 339.0, 36.0], shoonya_19s7IXBJGCTILD, 5735483]
[paragraph, [1109.0, 1777.0, 339.0, 36.0], shoonya_19s7IXBJGCTILD, 5735483]
[paragraph, [204.0, 1646.0, 610.0, 36.0], shoonya_3sB8QQC38QE392, 5735483]
[paragraph, [204.0, 1682.0, 610.0, 36.0], shoonya_3sB8QQC38QE392, 5735483]
[paragraph, [204.0, 1718.0, 610.0, 36.0], shoonya_3sB8QQC38QE392, 5735483]
[paragraph, [204.0, 1754.0, 610.0, 36.0], shoonya_3sB8QQC38QE392, 5735483]
[paragraph, [204.0, 1790.0, 610.0, 36.0], shoonya_3sB8QQC38QE392, 5735483]
[paragraph, [204.0, 1826.0, 610.0, 36.0], shoonya_3sB8QQC38QE392, 5735483]
[paragraph, [204.0, 1862.0, 610.0, 36.0], shoonya_3sB8QQC38QE392, 5735483]
[paragraph, [204.0, 1898.0, 610.0, 36.0], shoonya_3sB8QQC38QE392, 5735483]
[paragraph, [204.0, 1934.0, 610.0, 36.0], shoonya_3sB8QQC38QE392, 5735483]
[paragraph, [204.0, 1970.0, 610.0, 36.0], shoonya_3sB8QQC38QE392, 5735483]
[paragraph, [204.0, 2006.0, 610.0, 36.0], shoonya_3sB8QQC38QE392, 5735483]
[paragraph, [837.0, 1824.0, 613.0, 36.0], shoonya_5s2EV4P4U3T0F2, 5735483]
[paragraph, [837.0, 1860.0, 613.0, 36.0], shoonya_5s2EV4P4U3T0F2, 5735483]
[paragraph, [837.0, 1896.0, 613.0, 36.0], shoonya_5s2EV4P4U3T0F2, 5735483]
[paragraph, [837.0, 1932.0, 613.0, 36.0], shoonya_5s2EV4P4U3T0F2, 5735483]
[paragraph, [837.0, 1968.0, 613.0, 36.0], shoonya_5s2EV4P4U3T0F2, 5735483]
[paragraph, [837.0, 2004.0, 613.0, 36.0], shoonya_5s2EV4P4U3T0F2, 5735483]
[folio, [1206.0, 2080.0, 239.0, 36.0], shoonya_12sQP460UZD7V8, 5735483]
