[1263, 798]
[folio, [650.0, 20.0, 119.0, 18.0], ZUQGEz19qB, 5781703]
[sub-ordered-list, [101.0, 642.0, 665.0, 18.0], zSC1MEd-_J, 5781703]
[sub-ordered-list, [104.0, 666.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 684.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 702.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 720.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 738.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 756.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 774.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 792.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 810.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 828.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 846.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 864.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 882.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 900.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 918.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 936.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 954.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 972.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 990.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 1008.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 1026.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 1044.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 1062.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 1080.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 1098.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[sub-ordered-list, [104.0, 1116.0, 667.0, 18.0], _06e3HYgXH, 5781703]
[subsub-ordered-list, [111.0, 1088.0, 532.0, 18.0], 7VvVcE7-65, 5781703]
[subsub-ordered-list, [111.0, 1106.0, 532.0, 18.0], 7VvVcE7-65, 5781703]
[subsub-ordered-list, [111.0, 1124.0, 532.0, 18.0], 7VvVcE7-65, 5781703]
[folio, [148.0, 1159.0, 143.0, 18.0], shoonya_0s0P6XZBIYUUSX, 5781703]
