[1818, 1374]
[folio, [638.0, 111.0, 79.0, 36.0], bVXZei---M, 5683371]
[paragraph, [689.0, 925.0, 569.0, 36.0], x8dGc8ReS9, 5683371]
[paragraph, [110.0, 947.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [110.0, 983.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [110.0, 1019.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [110.0, 1055.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [110.0, 1091.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [110.0, 1127.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [110.0, 1163.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [110.0, 1199.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [110.0, 1235.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [110.0, 1271.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [110.0, 1307.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [110.0, 1343.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [110.0, 1379.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [110.0, 1415.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [110.0, 1451.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [110.0, 1487.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [110.0, 1523.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [110.0, 1559.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [110.0, 1595.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [110.0, 1631.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [110.0, 1667.0, 561.0, 36.0], shoonya_0sCTJ3QDMR3CV7, 5683371]
[paragraph, [689.0, 988.0, 575.0, 36.0], Z5KC7jjTfG, 5683371]
[paragraph, [689.0, 1024.0, 575.0, 36.0], Z5KC7jjTfG, 5683371]
[paragraph, [689.0, 1060.0, 575.0, 36.0], Z5KC7jjTfG, 5683371]
[paragraph, [689.0, 1096.0, 575.0, 36.0], Z5KC7jjTfG, 5683371]
[paragraph, [689.0, 1132.0, 575.0, 36.0], Z5KC7jjTfG, 5683371]
[paragraph, [689.0, 1168.0, 575.0, 36.0], Z5KC7jjTfG, 5683371]
[paragraph, [689.0, 1204.0, 575.0, 36.0], Z5KC7jjTfG, 5683371]
[paragraph, [689.0, 1240.0, 575.0, 36.0], Z5KC7jjTfG, 5683371]
[paragraph, [689.0, 1276.0, 575.0, 36.0], Z5KC7jjTfG, 5683371]
[paragraph, [689.0, 1312.0, 575.0, 36.0], Z5KC7jjTfG, 5683371]
[paragraph, [689.0, 1348.0, 575.0, 36.0], Z5KC7jjTfG, 5683371]
[paragraph, [689.0, 1384.0, 575.0, 36.0], Z5KC7jjTfG, 5683371]
[paragraph, [689.0, 1420.0, 575.0, 36.0], Z5KC7jjTfG, 5683371]
[paragraph, [689.0, 1456.0, 575.0, 36.0], Z5KC7jjTfG, 5683371]
[paragraph, [689.0, 1492.0, 575.0, 36.0], Z5KC7jjTfG, 5683371]
[paragraph, [689.0, 1528.0, 575.0, 36.0], Z5KC7jjTfG, 5683371]
[paragraph, [689.0, 1564.0, 575.0, 36.0], Z5KC7jjTfG, 5683371]
[paragraph, [689.0, 1600.0, 575.0, 36.0], Z5KC7jjTfG, 5683371]
[paragraph, [689.0, 1636.0, 575.0, 36.0], Z5KC7jjTfG, 5683371]
[paragraph, [689.0, 1672.0, 575.0, 36.0], Z5KC7jjTfG, 5683371]
