[1601, 1158]
[sidebar, [4.0, 30.0, 115.0, 36.0], -nDBDDlopT, 5695451]
[paragraph, [182.0, 772.0, 324.0, 36.0], shoonya_5sXR28EWST6482, 5695451]
[paragraph, [182.0, 808.0, 324.0, 36.0], shoonya_5sXR28EWST6482, 5695451]
[paragraph, [182.0, 844.0, 324.0, 36.0], shoonya_5sXR28EWST6482, 5695451]
[paragraph, [182.0, 880.0, 324.0, 36.0], shoonya_5sXR28EWST6482, 5695451]
[paragraph, [187.0, 964.0, 321.0, 36.0], shoonya_4sH7KQPPYPRLM8, 5695451]
[paragraph, [187.0, 1000.0, 321.0, 36.0], shoonya_4sH7KQPPYPRLM8, 5695451]
[paragraph, [187.0, 1070.0, 852.0, 36.0], shoonya_3s63SF5GFLA2C7, 5695451]
[paragraph, [187.0, 1106.0, 852.0, 36.0], shoonya_3s63SF5GFLA2C7, 5695451]
[paragraph, [187.0, 1193.0, 851.0, 36.0], shoonya_1sSCLH432OUUOA, 5695451]
[paragraph, [187.0, 1229.0, 851.0, 36.0], shoonya_1sSCLH432OUUOA, 5695451]
[paragraph, [187.0, 1265.0, 851.0, 36.0], shoonya_1sSCLH432OUUOA, 5695451]
[paragraph, [187.0, 1301.0, 851.0, 36.0], shoonya_1sSCLH432OUUOA, 5695451]
[paragraph, [187.0, 1337.0, 851.0, 36.0], shoonya_1sSCLH432OUUOA, 5695451]
[paragraph, [187.0, 1373.0, 851.0, 36.0], shoonya_1sSCLH432OUUOA, 5695451]
[paragraph, [187.0, 1409.0, 851.0, 36.0], shoonya_1sSCLH432OUUOA, 5695451]
[paragraph, [187.0, 1445.0, 851.0, 36.0], shoonya_1sSCLH432OUUOA, 5695451]
