[2339, 1656]
[folio, [95.0, 39.0, 693.0, 36.0], FgUjK56EeS, 5656678]
[paragraph, [838.0, 1759.0, 712.0, 36.0], YJVpCeg7Kz, 5656678]
[paragraph, [838.0, 1795.0, 712.0, 36.0], YJVpCeg7Kz, 5656678]
[paragraph, [838.0, 1831.0, 712.0, 36.0], YJVpCeg7Kz, 5656678]
[paragraph, [838.0, 1867.0, 712.0, 36.0], YJVpCeg7Kz, 5656678]
[paragraph, [838.0, 1903.0, 712.0, 36.0], YJVpCeg7Kz, 5656678]
[paragraph, [838.0, 1939.0, 712.0, 36.0], YJVpCeg7Kz, 5656678]
[paragraph, [838.0, 1975.0, 712.0, 36.0], YJVpCeg7Kz, 5656678]
[paragraph, [838.0, 2011.0, 712.0, 36.0], YJVpCeg7Kz, 5656678]
[paragraph, [838.0, 2047.0, 712.0, 36.0], YJVpCeg7Kz, 5656678]
[paragraph, [838.0, 2083.0, 712.0, 36.0], YJVpCeg7Kz, 5656678]
