[872, 605]
[ordered-list, [55.0, 62.0, 244.0, 18.0], shoonya_0sGRX3XFSYJ511, 6456581]
[paragraph, [301.0, 426.0, 246.0, 18.0], 1YK6e7CGOr, 6456581]
[paragraph, [301.0, 444.0, 246.0, 18.0], 1YK6e7CGOr, 6456581]
[ordered-list, [300.0, 478.0, 252.0, 18.0], SSAcZMYUQ-, 6456581]
[ordered-list, [300.0, 496.0, 252.0, 18.0], SSAcZMYUQ-, 6456581]
[ordered-list, [300.0, 514.0, 252.0, 18.0], SSAcZMYUQ-, 6456581]
[ordered-list, [300.0, 532.0, 252.0, 18.0], SSAcZMYUQ-, 6456581]
[ordered-list, [300.0, 550.0, 252.0, 18.0], SSAcZMYUQ-, 6456581]
[ordered-list, [300.0, 568.0, 252.0, 18.0], SSAcZMYUQ-, 6456581]
[ordered-list, [300.0, 586.0, 252.0, 18.0], SSAcZMYUQ-, 6456581]
[ordered-list, [300.0, 604.0, 252.0, 18.0], SSAcZMYUQ-, 6456581]
[reference, [302.0, 621.0, 254.0, 18.0], kAeHPUfX5l, 6456581]
[reference, [302.0, 639.0, 254.0, 18.0], kAeHPUfX5l, 6456581]
[reference, [302.0, 657.0, 254.0, 18.0], kAeHPUfX5l, 6456581]
[reference, [302.0, 675.0, 254.0, 18.0], kAeHPUfX5l, 6456581]
[reference, [302.0, 693.0, 254.0, 18.0], kAeHPUfX5l, 6456581]
[reference, [302.0, 711.0, 254.0, 18.0], kAeHPUfX5l, 6456581]
[reference, [302.0, 729.0, 254.0, 18.0], kAeHPUfX5l, 6456581]
[reference, [302.0, 747.0, 254.0, 18.0], kAeHPUfX5l, 6456581]
[reference, [302.0, 765.0, 254.0, 18.0], kAeHPUfX5l, 6456581]
[reference, [302.0, 783.0, 254.0, 18.0], kAeHPUfX5l, 6456581]
[reference, [302.0, 801.0, 254.0, 18.0], kAeHPUfX5l, 6456581]
