[1754, 1240]
[folio, [604.0, 21.0, 210.0, 36.0], 75JwOyvUy8, 5722679]
[paragraph, [163.0, 939.0, 298.0, 36.0], shoonya_2sIXALZDHN5OIB, 5722679]
[paragraph, [163.0, 975.0, 298.0, 36.0], shoonya_2sIXALZDHN5OIB, 5722679]
[paragraph, [163.0, 1011.0, 298.0, 36.0], shoonya_2sIXALZDHN5OIB, 5722679]
[paragraph, [163.0, 1047.0, 298.0, 36.0], shoonya_2sIXALZDHN5OIB, 5722679]
[paragraph, [163.0, 1083.0, 298.0, 36.0], shoonya_2sIXALZDHN5OIB, 5722679]
[paragraph, [163.0, 1119.0, 298.0, 36.0], shoonya_2sIXALZDHN5OIB, 5722679]
[paragraph, [163.0, 1155.0, 298.0, 36.0], shoonya_2sIXALZDHN5OIB, 5722679]
[paragraph, [163.0, 1191.0, 298.0, 36.0], shoonya_2sIXALZDHN5OIB, 5722679]
[paragraph, [792.0, 793.0, 296.0, 36.0], shoonya_7sVWRKO0NCRB7V, 5722679]
[paragraph, [792.0, 829.0, 296.0, 36.0], shoonya_7sVWRKO0NCRB7V, 5722679]
[paragraph, [792.0, 865.0, 296.0, 36.0], shoonya_7sVWRKO0NCRB7V, 5722679]
[paragraph, [792.0, 901.0, 296.0, 36.0], shoonya_7sVWRKO0NCRB7V, 5722679]
[paragraph, [791.0, 945.0, 296.0, 36.0], shoonya_3sFEL7LWG6RTWH, 5722679]
[paragraph, [791.0, 981.0, 296.0, 36.0], shoonya_3sFEL7LWG6RTWH, 5722679]
[paragraph, [791.0, 1017.0, 296.0, 36.0], shoonya_3sFEL7LWG6RTWH, 5722679]
[paragraph, [791.0, 1053.0, 296.0, 36.0], shoonya_3sFEL7LWG6RTWH, 5722679]
[paragraph, [791.0, 1089.0, 296.0, 36.0], shoonya_3sFEL7LWG6RTWH, 5722679]
[paragraph, [791.0, 1125.0, 296.0, 36.0], shoonya_3sFEL7LWG6RTWH, 5722679]
[paragraph, [791.0, 1161.0, 296.0, 36.0], shoonya_3sFEL7LWG6RTWH, 5722679]
[paragraph, [791.0, 1197.0, 296.0, 36.0], shoonya_3sFEL7LWG6RTWH, 5722679]
[paragraph, [478.0, 1034.0, 298.0, 36.0], shoonya_5sDHB4KO6WM7AS, 5722679]
[paragraph, [478.0, 1070.0, 298.0, 36.0], shoonya_5sDHB4KO6WM7AS, 5722679]
[paragraph, [478.0, 1106.0, 298.0, 36.0], shoonya_5sDHB4KO6WM7AS, 5722679]
[paragraph, [478.0, 1142.0, 298.0, 36.0], shoonya_5sDHB4KO6WM7AS, 5722679]
[paragraph, [478.0, 1178.0, 298.0, 36.0], shoonya_5sDHB4KO6WM7AS, 5722679]
[paragraph, [478.0, 1231.0, 299.0, 36.0], shoonya_4s3P78MJHAWLB5, 5722679]
[paragraph, [478.0, 1267.0, 299.0, 36.0], shoonya_4s3P78MJHAWLB5, 5722679]
[paragraph, [478.0, 1303.0, 299.0, 36.0], shoonya_4s3P78MJHAWLB5, 5722679]
[paragraph, [478.0, 1339.0, 299.0, 36.0], shoonya_4s3P78MJHAWLB5, 5722679]
[paragraph, [478.0, 1375.0, 299.0, 36.0], shoonya_4s3P78MJHAWLB5, 5722679]
[paragraph, [478.0, 1411.0, 299.0, 36.0], shoonya_4s3P78MJHAWLB5, 5722679]
[paragraph, [165.0, 1240.0, 296.0, 36.0], shoonya_9sDQVCCXPAAOYP, 5722679]
[paragraph, [165.0, 1276.0, 296.0, 36.0], shoonya_9sDQVCCXPAAOYP, 5722679]
[paragraph, [792.0, 1252.0, 296.0, 36.0], shoonya_6s9NJZHI7D4FQM, 5722679]
[paragraph, [792.0, 1288.0, 296.0, 36.0], shoonya_6s9NJZHI7D4FQM, 5722679]
[paragraph, [792.0, 1324.0, 296.0, 36.0], shoonya_6s9NJZHI7D4FQM, 5722679]
[paragraph, [792.0, 1360.0, 296.0, 36.0], shoonya_6s9NJZHI7D4FQM, 5722679]
[paragraph, [164.0, 1328.0, 297.0, 36.0], shoonya_12s1Y5182FG18G, 5722679]
[paragraph, [164.0, 1394.0, 299.0, 36.0], shoonya_15s89W0RIPFDGN, 5722679]
[paragraph, [793.0, 1405.0, 295.0, 36.0], shoonya_10sEAWC99Z3APD, 5722679]
[website-link, [46.0, 1693.0, 345.0, 18.0], GwoN2MWyti, 5722679]
[website-link, [46.0, 1711.0, 345.0, 18.0], GwoN2MWyti, 5722679]
