[1806, 1262]
[folio, [430.0, 104.0, 668.0, 36.0], shoonya_0sQLY1WUK1T4SZ, 5681703]
[paragraph, [97.0, 1327.0, 511.0, 36.0], shoonya_5s22ZU288S1XTK, 5681703]
[paragraph, [97.0, 1363.0, 511.0, 36.0], shoonya_5s22ZU288S1XTK, 5681703]
[paragraph, [97.0, 1399.0, 511.0, 36.0], shoonya_5s22ZU288S1XTK, 5681703]
[paragraph, [97.0, 1435.0, 511.0, 36.0], shoonya_5s22ZU288S1XTK, 5681703]
[paragraph, [97.0, 1471.0, 511.0, 36.0], shoonya_5s22ZU288S1XTK, 5681703]
[paragraph, [97.0, 1507.0, 511.0, 36.0], shoonya_5s22ZU288S1XTK, 5681703]
[paragraph, [97.0, 1543.0, 511.0, 36.0], shoonya_5s22ZU288S1XTK, 5681703]
[paragraph, [97.0, 1579.0, 511.0, 36.0], shoonya_5s22ZU288S1XTK, 5681703]
[paragraph, [97.0, 1615.0, 511.0, 36.0], shoonya_5s22ZU288S1XTK, 5681703]
[paragraph, [97.0, 1651.0, 511.0, 36.0], shoonya_5s22ZU288S1XTK, 5681703]
[paragraph, [651.0, 1358.0, 501.0, 36.0], PsAJlK7qpH, 5681703]
[paragraph, [651.0, 1394.0, 501.0, 36.0], PsAJlK7qpH, 5681703]
[paragraph, [651.0, 1430.0, 501.0, 36.0], PsAJlK7qpH, 5681703]
[paragraph, [651.0, 1466.0, 501.0, 36.0], PsAJlK7qpH, 5681703]
[paragraph, [651.0, 1502.0, 501.0, 36.0], PsAJlK7qpH, 5681703]
[paragraph, [651.0, 1538.0, 501.0, 36.0], PsAJlK7qpH, 5681703]
[paragraph, [651.0, 1574.0, 501.0, 36.0], PsAJlK7qpH, 5681703]
[paragraph, [651.0, 1610.0, 501.0, 36.0], PsAJlK7qpH, 5681703]
[paragraph, [651.0, 1646.0, 501.0, 36.0], PsAJlK7qpH, 5681703]
