[576, 360]
[paragraph, [24.0, 60.0, 312.0, 18.0], rJEMi8atWL, 6516336]
[paragraph, [3230.0, 7596.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7614.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7632.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7650.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7668.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7686.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7704.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7722.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7740.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7758.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7776.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7794.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7812.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7830.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7848.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7866.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7884.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7902.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7920.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7938.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7956.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7974.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 7992.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
[paragraph, [3230.0, 8010.0, 32744.0, 18.0], shoonya_0s87MCDHLEPE4B, 6516336]
