[4767, 3325]
[paragraph, [244.0, 518.0, 2543.0, 52.5], x5CxtylTFu, 5710133]
[paragraph, [226.0, 1708.5, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 1761.0, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 1813.5, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 1866.0, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 1918.5, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 1971.0, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 2023.5, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 2076.0, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 2128.5, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 2181.0, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 2233.5, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 2286.0, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 2338.5, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 2391.0, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 2443.5, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 2496.0, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 2548.5, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 2601.0, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 2653.5, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 2706.0, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 2758.5, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 2811.0, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [226.0, 2863.5, 2572.0, 52.5], uwy4WbDpNu, 5710133]
[paragraph, [167.0, 2971.0, 2589.0, 52.5], PuGD2p8L-S, 5710133]
[paragraph, [167.0, 3023.5, 2589.0, 52.5], PuGD2p8L-S, 5710133]
[paragraph, [167.0, 3076.0, 2589.0, 52.5], PuGD2p8L-S, 5710133]
[paragraph, [167.0, 3128.5, 2589.0, 52.5], PuGD2p8L-S, 5710133]
[paragraph, [167.0, 3181.0, 2589.0, 52.5], PuGD2p8L-S, 5710133]
[paragraph, [167.0, 3233.5, 2589.0, 52.5], PuGD2p8L-S, 5710133]
[paragraph, [167.0, 3286.0, 2589.0, 52.5], PuGD2p8L-S, 5710133]
[paragraph, [167.0, 3338.5, 2589.0, 52.5], PuGD2p8L-S, 5710133]
[paragraph, [167.0, 3391.0, 2589.0, 52.5], PuGD2p8L-S, 5710133]
[paragraph, [167.0, 3443.5, 2589.0, 52.5], PuGD2p8L-S, 5710133]
[paragraph, [167.0, 3496.0, 2589.0, 52.5], PuGD2p8L-S, 5710133]
[paragraph, [167.0, 3548.5, 2589.0, 52.5], PuGD2p8L-S, 5710133]
[paragraph, [167.0, 3601.0, 2589.0, 52.5], PuGD2p8L-S, 5710133]
[paragraph, [167.0, 3653.5, 2589.0, 52.5], PuGD2p8L-S, 5710133]
[paragraph, [167.0, 3706.0, 2589.0, 52.5], PuGD2p8L-S, 5710133]
[paragraph, [167.0, 3758.5, 2589.0, 52.5], PuGD2p8L-S, 5710133]
[paragraph, [180.0, 3828.0, 2539.0, 52.5], zOVDWz1y3O, 5710133]
[paragraph, [180.0, 3880.5, 2539.0, 52.5], zOVDWz1y3O, 5710133]
[paragraph, [180.0, 3933.0, 2539.0, 52.5], zOVDWz1y3O, 5710133]
[paragraph, [180.0, 3985.5, 2539.0, 52.5], zOVDWz1y3O, 5710133]
[paragraph, [180.0, 4038.0, 2539.0, 52.5], zOVDWz1y3O, 5710133]
[paragraph, [180.0, 4090.5, 2539.0, 52.5], zOVDWz1y3O, 5710133]
[paragraph, [180.0, 4143.0, 2539.0, 52.5], zOVDWz1y3O, 5710133]
