[1625, 1211]
[section-title, [470.0, 75.0, 643.0, 49.5], NJYLgLiQhl, 5742682]
[paragraph, [796.0, 1148.0, 342.0, 36.0], Siw-Us26sf, 5742682]
[paragraph, [796.0, 1184.0, 342.0, 36.0], Siw-Us26sf, 5742682]
[paragraph, [796.0, 1220.0, 342.0, 36.0], Siw-Us26sf, 5742682]
[paragraph, [796.0, 1256.0, 342.0, 36.0], Siw-Us26sf, 5742682]
[paragraph, [796.0, 1292.0, 342.0, 36.0], Siw-Us26sf, 5742682]
[paragraph, [796.0, 1328.0, 342.0, 36.0], Siw-Us26sf, 5742682]
[paragraph, [796.0, 1364.0, 342.0, 36.0], Siw-Us26sf, 5742682]
[paragraph, [796.0, 1400.0, 342.0, 36.0], Siw-Us26sf, 5742682]
[paragraph, [796.0, 1436.0, 342.0, 36.0], Siw-Us26sf, 5742682]
[paragraph, [429.0, 1125.0, 356.0, 36.0], kxL04xVsCF, 5742682]
[paragraph, [429.0, 1161.0, 356.0, 36.0], kxL04xVsCF, 5742682]
[paragraph, [429.0, 1197.0, 356.0, 36.0], kxL04xVsCF, 5742682]
[paragraph, [429.0, 1233.0, 356.0, 36.0], kxL04xVsCF, 5742682]
[paragraph, [429.0, 1269.0, 356.0, 36.0], kxL04xVsCF, 5742682]
[paragraph, [429.0, 1305.0, 356.0, 36.0], kxL04xVsCF, 5742682]
[paragraph, [429.0, 1341.0, 356.0, 36.0], kxL04xVsCF, 5742682]
[paragraph, [429.0, 1377.0, 356.0, 36.0], kxL04xVsCF, 5742682]
[paragraph, [429.0, 1413.0, 356.0, 36.0], kxL04xVsCF, 5742682]
[paragraph, [429.0, 1449.0, 356.0, 36.0], kxL04xVsCF, 5742682]
[folio, [793.0, 1509.0, 124.0, 36.0], FE2koinpla, 5742682]
