[2428, 1814]
[paragraph, [977.0, 160.0, 706.0, 36.0], shoonya_3sS2YXCTJX1QL0, 5694466]
[paragraph, [979.0, 913.0, 703.0, 36.0], shoonya_4sT438627MZFK8, 5694466]
[paragraph, [979.0, 949.0, 703.0, 36.0], shoonya_4sT438627MZFK8, 5694466]
[paragraph, [979.0, 985.0, 703.0, 36.0], shoonya_4sT438627MZFK8, 5694466]
[paragraph, [975.0, 1046.0, 708.0, 36.0], shoonya_7s02DN9UQNEESV, 5694466]
[paragraph, [975.0, 1082.0, 708.0, 36.0], shoonya_7s02DN9UQNEESV, 5694466]
[paragraph, [975.0, 1118.0, 708.0, 36.0], shoonya_7s02DN9UQNEESV, 5694466]
[paragraph, [975.0, 1154.0, 708.0, 36.0], shoonya_7s02DN9UQNEESV, 5694466]
[paragraph, [980.0, 1202.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1238.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1274.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1310.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1346.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1382.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1418.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1454.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1490.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1526.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1562.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1598.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1634.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1670.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1706.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1742.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1778.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1814.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1850.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1886.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1922.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1958.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 1994.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 2030.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 2066.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 2102.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [980.0, 2138.0, 703.0, 36.0], shoonya_1sB53BIBMY5QTH, 5694466]
[paragraph, [243.0, 1623.0, 704.0, 36.0], shoonya_0s3OYWRA8SDCJR, 5694466]
[paragraph, [243.0, 1659.0, 704.0, 36.0], shoonya_0s3OYWRA8SDCJR, 5694466]
[paragraph, [243.0, 1695.0, 704.0, 36.0], shoonya_0s3OYWRA8SDCJR, 5694466]
[paragraph, [243.0, 1731.0, 704.0, 36.0], shoonya_0s3OYWRA8SDCJR, 5694466]
[paragraph, [243.0, 1767.0, 704.0, 36.0], shoonya_0s3OYWRA8SDCJR, 5694466]
[paragraph, [243.0, 1803.0, 704.0, 36.0], shoonya_0s3OYWRA8SDCJR, 5694466]
[paragraph, [243.0, 1839.0, 704.0, 36.0], shoonya_0s3OYWRA8SDCJR, 5694466]
[paragraph, [243.0, 1875.0, 704.0, 36.0], shoonya_0s3OYWRA8SDCJR, 5694466]
[paragraph, [243.0, 1911.0, 704.0, 36.0], shoonya_0s3OYWRA8SDCJR, 5694466]
[paragraph, [243.0, 1947.0, 704.0, 36.0], shoonya_0s3OYWRA8SDCJR, 5694466]
[paragraph, [243.0, 1983.0, 704.0, 36.0], shoonya_0s3OYWRA8SDCJR, 5694466]
[paragraph, [243.0, 2019.0, 704.0, 36.0], shoonya_0s3OYWRA8SDCJR, 5694466]
[paragraph, [244.0, 2084.0, 706.0, 36.0], shoonya_6sWISXDKUZVBXA, 5694466]
[paragraph, [244.0, 2120.0, 706.0, 36.0], shoonya_6sWISXDKUZVBXA, 5694466]
[paragraph, [244.0, 2156.0, 706.0, 36.0], shoonya_6sWISXDKUZVBXA, 5694466]
[paragraph, [1013.0, 2196.0, 666.0, 36.0], shoonya_9s7C7SVRU840O1, 5694466]
[paragraph, [272.0, 2198.0, 675.0, 36.0], shoonya_8s1FXCKP6KC7JR, 5694466]
[folio, [665.0, 2303.0, 606.0, 36.0], Z9eu6rCsjI, 5694466]
