[2640, 2040]
[folio, [224.0, 132.0, 216.0, 46.5], pfTs0-pCTp, 5693913]
[paragraph, [193.0, 2160.0, 363.0, 46.5], 2sasF9BvW5, 5693913]
[paragraph, [193.0, 2206.5, 363.0, 46.5], 2sasF9BvW5, 5693913]
[paragraph, [193.0, 2253.0, 363.0, 46.5], 2sasF9BvW5, 5693913]
[paragraph, [193.0, 2299.5, 363.0, 46.5], 2sasF9BvW5, 5693913]
[paragraph, [1106.0, 1815.0, 190.0, 46.5], 2Ma95es3u6, 5693913]
[paragraph, [1106.0, 1861.5, 190.0, 46.5], 2Ma95es3u6, 5693913]
[paragraph, [1106.0, 1908.0, 190.0, 46.5], 2Ma95es3u6, 5693913]
[paragraph, [1106.0, 1954.5, 190.0, 46.5], 2Ma95es3u6, 5693913]
[paragraph, [1106.0, 2001.0, 190.0, 46.5], 2Ma95es3u6, 5693913]
[paragraph, [1106.0, 2047.5, 190.0, 46.5], 2Ma95es3u6, 5693913]
[paragraph, [1106.0, 2094.0, 190.0, 46.5], 2Ma95es3u6, 5693913]
[paragraph, [875.0, 2156.0, 416.0, 46.5], xX7nuWkIpE, 5693913]
[paragraph, [875.0, 2202.5, 416.0, 46.5], xX7nuWkIpE, 5693913]
[paragraph, [875.0, 2249.0, 416.0, 46.5], xX7nuWkIpE, 5693913]
[paragraph, [875.0, 2295.5, 416.0, 46.5], xX7nuWkIpE, 5693913]
[paragraph, [875.0, 2342.0, 416.0, 46.5], xX7nuWkIpE, 5693913]
[footnote, [147.0, 2428.0, 1685.0, 46.5], y2r0DVjY9n, 5693913]
[footnote, [147.0, 2474.5, 1685.0, 46.5], y2r0DVjY9n, 5693913]
[footnote, [147.0, 2521.0, 1685.0, 46.5], y2r0DVjY9n, 5693913]
