[972, 605]
[section-title, [88.0, 72.0, 449.0, 30.0], shoonya_1sWCZU36XLA55X, 5756595]
[ordered-list, [42.0, 644.0, 516.0, 18.0], shoonya_2sXOPRUQ17PE6H, 5756595]
[ordered-list, [42.0, 662.0, 516.0, 18.0], shoonya_2sXOPRUQ17PE6H, 5756595]
[ordered-list, [42.0, 680.0, 516.0, 18.0], shoonya_2sXOPRUQ17PE6H, 5756595]
[ordered-list, [42.0, 698.0, 516.0, 18.0], shoonya_2sXOPRUQ17PE6H, 5756595]
[ordered-list, [42.0, 716.0, 516.0, 18.0], shoonya_2sXOPRUQ17PE6H, 5756595]
[ordered-list, [42.0, 734.0, 516.0, 18.0], shoonya_2sXOPRUQ17PE6H, 5756595]
[ordered-list, [42.0, 752.0, 516.0, 18.0], shoonya_2sXOPRUQ17PE6H, 5756595]
[ordered-list, [42.0, 770.0, 516.0, 18.0], shoonya_2sXOPRUQ17PE6H, 5756595]
[ordered-list, [42.0, 788.0, 516.0, 18.0], shoonya_2sXOPRUQ17PE6H, 5756595]
[ordered-list, [42.0, 806.0, 516.0, 18.0], shoonya_2sXOPRUQ17PE6H, 5756595]
[ordered-list, [42.0, 824.0, 516.0, 18.0], shoonya_2sXOPRUQ17PE6H, 5756595]
[ordered-list, [42.0, 842.0, 516.0, 18.0], shoonya_2sXOPRUQ17PE6H, 5756595]
[ordered-list, [42.0, 860.0, 516.0, 18.0], shoonya_2sXOPRUQ17PE6H, 5756595]
[ordered-list, [42.0, 878.0, 516.0, 18.0], shoonya_2sXOPRUQ17PE6H, 5756595]
[ordered-list, [42.0, 896.0, 516.0, 18.0], shoonya_2sXOPRUQ17PE6H, 5756595]
[sub-ordered-list, [54.0, 697.0, 496.0, 18.0], 0E5ycZe3L-, 5756595]
[sub-ordered-list, [54.0, 715.0, 496.0, 18.0], 0E5ycZe3L-, 5756595]
[sub-ordered-list, [54.0, 733.0, 496.0, 18.0], 0E5ycZe3L-, 5756595]
[sub-ordered-list, [54.0, 751.0, 496.0, 18.0], 0E5ycZe3L-, 5756595]
[sub-ordered-list, [54.0, 769.0, 496.0, 18.0], 0E5ycZe3L-, 5756595]
[sub-ordered-list, [54.0, 787.0, 496.0, 18.0], 0E5ycZe3L-, 5756595]
[sub-ordered-list, [54.0, 805.0, 496.0, 18.0], 0E5ycZe3L-, 5756595]
[sub-ordered-list, [54.0, 823.0, 496.0, 18.0], 0E5ycZe3L-, 5756595]
[sub-ordered-list, [54.0, 841.0, 496.0, 18.0], 0E5ycZe3L-, 5756595]
[sub-ordered-list, [54.0, 859.0, 496.0, 18.0], 0E5ycZe3L-, 5756595]
[sub-ordered-list, [54.0, 877.0, 496.0, 18.0], 0E5ycZe3L-, 5756595]
[sub-ordered-list, [54.0, 895.0, 496.0, 18.0], 0E5ycZe3L-, 5756595]
