[2339, 1654]
[folio, [1337.0, 55.0, 224.0, 36.0], shoonya_3sE3HVTLTTLFID, 5751381]
[paragraph, [112.0, 1225.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1261.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1297.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1333.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1369.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1405.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1441.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1477.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1513.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1549.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1585.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1621.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1657.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1693.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1729.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1765.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1801.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1837.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1873.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1909.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1945.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 1981.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 2017.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 2053.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 2089.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[paragraph, [112.0, 2125.0, 1427.0, 36.0], shoonya_0sRFB0GZS2IZNE, 5751381]
[reference, [102.0, 2178.0, 403.0, 36.0], shoonya_2s6IRVW5524ACF, 5751381]
