[1275, 1650]
[folio, [195.0, 121.0, 579.0, 18.0], bQ1yALby3S, 5764993]
[second-level-question, [78.0, 764.0, 732.0, 18.0], Ak80H3M7PI, 5764993]
[sidebar, [1458.0, 447.0, 144.0, 18.0], IuHb5u6fol, 5764993]
[sidebar, [1458.0, 465.0, 144.0, 18.0], IuHb5u6fol, 5764993]
[second-level-question, [812.0, 491.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 509.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 527.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 545.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 563.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 581.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 599.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 617.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 635.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 653.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 671.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 689.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 707.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 725.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 743.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 761.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 779.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 797.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 815.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 833.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 851.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 869.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[second-level-question, [812.0, 887.0, 744.0, 18.0], shoonya_0sUQ071081BE1K, 5764993]
[sidebar, [645.0, 849.0, 117.0, 18.0], t4EgMNaKNv, 5764993]
[sidebar, [645.0, 867.0, 117.0, 18.0], t4EgMNaKNv, 5764993]
[second-level-question, [82.0, 895.0, 699.0, 18.0], rJzFjDLU4t, 5764993]
[second-level-question, [82.0, 913.0, 699.0, 18.0], rJzFjDLU4t, 5764993]
[second-level-question, [82.0, 931.0, 699.0, 18.0], rJzFjDLU4t, 5764993]
[second-level-question, [82.0, 949.0, 699.0, 18.0], rJzFjDLU4t, 5764993]
[second-level-question, [82.0, 967.0, 699.0, 18.0], rJzFjDLU4t, 5764993]
[second-level-question, [82.0, 985.0, 699.0, 18.0], rJzFjDLU4t, 5764993]
[second-level-question, [82.0, 1003.0, 699.0, 18.0], rJzFjDLU4t, 5764993]
[second-level-question, [82.0, 1021.0, 699.0, 18.0], rJzFjDLU4t, 5764993]
[second-level-question, [82.0, 1039.0, 699.0, 18.0], rJzFjDLU4t, 5764993]
[second-level-question, [82.0, 1057.0, 699.0, 18.0], rJzFjDLU4t, 5764993]
[folio, [1223.0, 1079.0, 255.0, 18.0], IyzewkqADh, 5764993]
