[6000, 4167]
[folio, [1578.0, 635.0, 979.0, 52.5], xD9jhhu8NZ, 5721731]
[paragraph, [609.0, 4524.0, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 4576.5, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 4629.0, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 4681.5, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 4734.0, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 4786.5, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 4839.0, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 4891.5, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 4944.0, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 4996.5, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 5049.0, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 5101.5, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 5154.0, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 5206.5, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 5259.0, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 5311.5, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
[paragraph, [609.0, 5364.0, 2941.0, 52.5], shoonya_1s9B61US757K5Z, 5721731]
