[2250, 1750]
[paragraph, [138.0, 93.0, 727.0, 36.0], shoonya_13sQUB0DSHWD2V, 5752457]
[paragraph, [930.0, 1736.0, 742.0, 36.0], shoonya_4sDL4KY82EBROK, 5752457]
[paragraph, [930.0, 1772.0, 742.0, 36.0], shoonya_4sDL4KY82EBROK, 5752457]
[paragraph, [930.0, 1808.0, 742.0, 36.0], shoonya_4sDL4KY82EBROK, 5752457]
[paragraph, [930.0, 1844.0, 742.0, 36.0], shoonya_4sDL4KY82EBROK, 5752457]
[paragraph, [930.0, 1880.0, 742.0, 36.0], shoonya_4sDL4KY82EBROK, 5752457]
[paragraph, [930.0, 1916.0, 742.0, 36.0], shoonya_4sDL4KY82EBROK, 5752457]
[paragraph, [930.0, 1952.0, 742.0, 36.0], shoonya_4sDL4KY82EBROK, 5752457]
[paragraph, [930.0, 1988.0, 742.0, 36.0], shoonya_4sDL4KY82EBROK, 5752457]
[paragraph, [138.0, 1751.0, 733.0, 36.0], shoonya_3sIVFXFMP45NOK, 5752457]
[paragraph, [138.0, 1787.0, 733.0, 36.0], shoonya_3sIVFXFMP45NOK, 5752457]
[paragraph, [138.0, 1823.0, 733.0, 36.0], shoonya_3sIVFXFMP45NOK, 5752457]
[paragraph, [138.0, 1859.0, 733.0, 36.0], shoonya_3sIVFXFMP45NOK, 5752457]
[paragraph, [138.0, 1895.0, 733.0, 36.0], shoonya_3sIVFXFMP45NOK, 5752457]
[paragraph, [138.0, 1931.0, 733.0, 36.0], shoonya_3sIVFXFMP45NOK, 5752457]
[paragraph, [138.0, 1967.0, 733.0, 36.0], shoonya_3sIVFXFMP45NOK, 5752457]
[paragraph, [138.0, 2003.0, 733.0, 36.0], shoonya_3sIVFXFMP45NOK, 5752457]
