[1565, 1152]
[section-title, [849.0, 69.0, 180.0, 49.5], 7cI9V8f5g9, 5712669]
[paragraph, [104.0, 652.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [104.0, 688.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [104.0, 724.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [104.0, 760.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [104.0, 796.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [104.0, 832.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [104.0, 868.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [104.0, 904.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [104.0, 940.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [104.0, 976.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [104.0, 1012.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [104.0, 1048.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [104.0, 1084.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [104.0, 1120.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [104.0, 1156.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [104.0, 1192.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [104.0, 1228.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [104.0, 1264.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [104.0, 1300.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [104.0, 1336.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [104.0, 1372.0, 304.0, 36.0], shoonya_0sUXFEMW7W2HVK, 5712669]
[paragraph, [432.0, 562.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 598.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 634.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 670.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 706.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 742.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 778.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 814.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 850.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 886.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 922.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 958.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 994.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 1030.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 1066.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 1102.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 1138.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 1174.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 1210.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 1246.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 1282.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 1318.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 1354.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [432.0, 1390.0, 290.0, 36.0], shoonya_2sDZRY3TF8O0YM, 5712669]
[paragraph, [745.0, 1034.0, 306.0, 36.0], shoonya_7sV4PBTJ3XRHJ8, 5712669]
[paragraph, [745.0, 1070.0, 306.0, 36.0], shoonya_7sV4PBTJ3XRHJ8, 5712669]
[paragraph, [745.0, 1106.0, 306.0, 36.0], shoonya_7sV4PBTJ3XRHJ8, 5712669]
[paragraph, [745.0, 1142.0, 306.0, 36.0], shoonya_7sV4PBTJ3XRHJ8, 5712669]
[paragraph, [745.0, 1178.0, 306.0, 36.0], shoonya_7sV4PBTJ3XRHJ8, 5712669]
[paragraph, [745.0, 1214.0, 306.0, 36.0], shoonya_7sV4PBTJ3XRHJ8, 5712669]
[paragraph, [745.0, 1250.0, 306.0, 36.0], shoonya_7sV4PBTJ3XRHJ8, 5712669]
[paragraph, [745.0, 1286.0, 306.0, 36.0], shoonya_7sV4PBTJ3XRHJ8, 5712669]
[paragraph, [745.0, 1322.0, 306.0, 36.0], shoonya_7sV4PBTJ3XRHJ8, 5712669]
[paragraph, [745.0, 1358.0, 306.0, 36.0], shoonya_7sV4PBTJ3XRHJ8, 5712669]
[folio, [899.0, 1441.0, 142.0, 36.0], jqaugYzrjl, 5712669]
[folio, [161.0, 1451.0, 95.0, 36.0], 3UvMHigxXE, 5712669]
