[1320, 1176]
[folio, [942.0, 64.0, 151.0, 18.0], 5-OHSAebeC, 5694158]
[paragraph, [772.0, 450.0, 317.0, 18.0], deqD3ZVXAf, 5694158]
[paragraph, [772.0, 468.0, 317.0, 18.0], deqD3ZVXAf, 5694158]
[paragraph, [772.0, 486.0, 317.0, 18.0], deqD3ZVXAf, 5694158]
[paragraph, [772.0, 504.0, 317.0, 18.0], deqD3ZVXAf, 5694158]
[paragraph, [772.0, 522.0, 317.0, 18.0], deqD3ZVXAf, 5694158]
[paragraph, [772.0, 540.0, 317.0, 18.0], deqD3ZVXAf, 5694158]
[paragraph, [772.0, 558.0, 317.0, 18.0], deqD3ZVXAf, 5694158]
[paragraph, [770.0, 624.0, 321.0, 18.0], 9lr1dTSogS, 5694158]
[paragraph, [770.0, 642.0, 321.0, 18.0], 9lr1dTSogS, 5694158]
[paragraph, [770.0, 660.0, 321.0, 18.0], 9lr1dTSogS, 5694158]
[paragraph, [770.0, 678.0, 321.0, 18.0], 9lr1dTSogS, 5694158]
[paragraph, [770.0, 696.0, 321.0, 18.0], 9lr1dTSogS, 5694158]
[paragraph, [770.0, 714.0, 321.0, 18.0], 9lr1dTSogS, 5694158]
[paragraph, [770.0, 732.0, 321.0, 18.0], 9lr1dTSogS, 5694158]
[paragraph, [770.0, 750.0, 321.0, 18.0], 9lr1dTSogS, 5694158]
[paragraph, [770.0, 768.0, 321.0, 18.0], 9lr1dTSogS, 5694158]
[paragraph, [770.0, 786.0, 321.0, 18.0], 9lr1dTSogS, 5694158]
[paragraph, [770.0, 804.0, 321.0, 18.0], 9lr1dTSogS, 5694158]
[answer, [425.0, 673.0, 165.0, 18.0], 3jvsZQqQAU, 5694158]
[answer, [425.0, 691.0, 165.0, 18.0], 3jvsZQqQAU, 5694158]
[answer, [425.0, 709.0, 165.0, 18.0], 3jvsZQqQAU, 5694158]
[answer, [425.0, 727.0, 165.0, 18.0], 3jvsZQqQAU, 5694158]
[answer, [425.0, 745.0, 165.0, 18.0], 3jvsZQqQAU, 5694158]
[paragraph, [405.0, 776.0, 355.0, 18.0], weZmwWj0fN, 5694158]
[paragraph, [405.0, 794.0, 355.0, 18.0], weZmwWj0fN, 5694158]
[paragraph, [405.0, 812.0, 355.0, 18.0], weZmwWj0fN, 5694158]
[paragraph, [85.0, 1035.0, 317.0, 18.0], 6cOYIISQ8j, 5694158]
[paragraph, [85.0, 1053.0, 317.0, 18.0], 6cOYIISQ8j, 5694158]
[paragraph, [85.0, 1071.0, 317.0, 18.0], 6cOYIISQ8j, 5694158]
[paragraph, [85.0, 1089.0, 317.0, 18.0], 6cOYIISQ8j, 5694158]
[paragraph, [85.0, 1107.0, 317.0, 18.0], 6cOYIISQ8j, 5694158]
[paragraph, [85.0, 1125.0, 317.0, 18.0], 6cOYIISQ8j, 5694158]
[paragraph, [85.0, 1143.0, 317.0, 18.0], 6cOYIISQ8j, 5694158]
[paragraph, [85.0, 1161.0, 317.0, 18.0], 6cOYIISQ8j, 5694158]
[paragraph, [85.0, 1179.0, 317.0, 18.0], 6cOYIISQ8j, 5694158]
[paragraph, [85.0, 1197.0, 317.0, 18.0], 6cOYIISQ8j, 5694158]
[paragraph, [85.0, 1215.0, 317.0, 18.0], 6cOYIISQ8j, 5694158]
[paragraph, [85.0, 1233.0, 317.0, 18.0], 6cOYIISQ8j, 5694158]
