[2339, 1656]
[paragraph, [119.0, 112.0, 701.0, 36.0], shoonya_3sDVA9LQZFTJ8P, 5749313]
[paragraph, [122.0, 1384.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 1420.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 1456.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 1492.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 1528.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 1564.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 1600.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 1636.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 1672.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 1708.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 1744.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 1780.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 1816.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 1852.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 1888.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 1924.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 1960.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 1996.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
[paragraph, [122.0, 2032.0, 705.0, 36.0], shoonya_0s24J3Q9AEPH22, 5749313]
