[792, 612]
[paragraph, [392.0, 51.0, 157.0, 18.0], oZFRLiRohm, 6516658]
[paragraph, [224.0, 658.0, 162.0, 18.0], eF3eqzWJ2R, 6516658]
[paragraph, [224.0, 676.0, 162.0, 18.0], eF3eqzWJ2R, 6516658]
[paragraph, [224.0, 694.0, 162.0, 18.0], eF3eqzWJ2R, 6516658]
[paragraph, [60.0, 596.0, 160.0, 18.0], LiWl_6_OLT, 6516658]
[paragraph, [60.0, 614.0, 160.0, 18.0], LiWl_6_OLT, 6516658]
[paragraph, [60.0, 632.0, 160.0, 18.0], LiWl_6_OLT, 6516658]
[paragraph, [60.0, 650.0, 160.0, 18.0], LiWl_6_OLT, 6516658]
[paragraph, [60.0, 668.0, 160.0, 18.0], LiWl_6_OLT, 6516658]
[paragraph, [60.0, 686.0, 160.0, 18.0], LiWl_6_OLT, 6516658]
[contact-info, [442.0, 669.0, 108.0, 18.0], Snmwse1DVo, 6516658]
[contact-info, [442.0, 687.0, 108.0, 18.0], Snmwse1DVo, 6516658]
