[1468, 909]
[headline, [346.0, 74.0, 233.0, 25.5], Wo6LleTbMg, 5769818]
[paragraph, [459.0, 651.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 669.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 687.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 705.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 723.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 741.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 759.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 777.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 795.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 813.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 831.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 849.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 867.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 885.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 903.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 921.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 939.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 957.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 975.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 993.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 1011.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 1029.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 1047.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 1065.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 1083.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [459.0, 1101.0, 380.0, 18.0], 2ABgwfQ3Rj, 5769818]
[paragraph, [463.0, 1132.0, 379.0, 18.0], onr70VdZeB, 5769818]
[paragraph, [463.0, 1150.0, 379.0, 18.0], onr70VdZeB, 5769818]
[paragraph, [463.0, 1168.0, 379.0, 18.0], onr70VdZeB, 5769818]
[paragraph, [463.0, 1186.0, 379.0, 18.0], onr70VdZeB, 5769818]
[paragraph, [463.0, 1204.0, 379.0, 18.0], onr70VdZeB, 5769818]
[paragraph, [463.0, 1222.0, 379.0, 18.0], onr70VdZeB, 5769818]
[paragraph, [463.0, 1240.0, 379.0, 18.0], onr70VdZeB, 5769818]
[paragraph, [463.0, 1258.0, 379.0, 18.0], onr70VdZeB, 5769818]
[paragraph, [463.0, 1276.0, 379.0, 18.0], onr70VdZeB, 5769818]
[paragraph, [463.0, 1294.0, 379.0, 18.0], onr70VdZeB, 5769818]
[paragraph, [463.0, 1312.0, 379.0, 18.0], onr70VdZeB, 5769818]
[paragraph, [463.0, 1330.0, 379.0, 18.0], onr70VdZeB, 5769818]
[paragraph, [463.0, 1348.0, 379.0, 18.0], onr70VdZeB, 5769818]
[paragraph, [67.0, 1160.0, 389.0, 18.0], 6yfG7W8AIz, 5769818]
[paragraph, [67.0, 1178.0, 389.0, 18.0], 6yfG7W8AIz, 5769818]
[paragraph, [67.0, 1196.0, 389.0, 18.0], 6yfG7W8AIz, 5769818]
[paragraph, [67.0, 1214.0, 389.0, 18.0], 6yfG7W8AIz, 5769818]
[paragraph, [67.0, 1232.0, 389.0, 18.0], 6yfG7W8AIz, 5769818]
[paragraph, [67.0, 1250.0, 389.0, 18.0], 6yfG7W8AIz, 5769818]
[paragraph, [67.0, 1268.0, 389.0, 18.0], 6yfG7W8AIz, 5769818]
[paragraph, [67.0, 1286.0, 389.0, 18.0], 6yfG7W8AIz, 5769818]
[paragraph, [67.0, 1304.0, 389.0, 18.0], 6yfG7W8AIz, 5769818]
[paragraph, [67.0, 1322.0, 389.0, 18.0], 6yfG7W8AIz, 5769818]
[paragraph, [67.0, 1340.0, 389.0, 18.0], 6yfG7W8AIz, 5769818]
[folio, [161.0, 1362.0, 43.0, 18.0], TAA365S-UO, 5769818]
