[2339, 1654]
[folio, [1353.0, 64.0, 234.0, 36.0], iH7eDYdKuj, 5750799]
[paragraph, [149.0, 1164.0, 1431.0, 36.0], shoonya_0s4401MHTFK5B4, 5750799]
[paragraph, [149.0, 1200.0, 1431.0, 36.0], shoonya_0s4401MHTFK5B4, 5750799]
[paragraph, [149.0, 1236.0, 1431.0, 36.0], shoonya_0s4401MHTFK5B4, 5750799]
[paragraph, [149.0, 1272.0, 1431.0, 36.0], shoonya_0s4401MHTFK5B4, 5750799]
[paragraph, [149.0, 1308.0, 1431.0, 36.0], shoonya_0s4401MHTFK5B4, 5750799]
[paragraph, [149.0, 1344.0, 1431.0, 36.0], shoonya_0s4401MHTFK5B4, 5750799]
[paragraph, [142.0, 1414.0, 1445.0, 36.0], shoonya_1sK2RPP5TXU3B4, 5750799]
[paragraph, [142.0, 1450.0, 1445.0, 36.0], shoonya_1sK2RPP5TXU3B4, 5750799]
[paragraph, [142.0, 1486.0, 1445.0, 36.0], shoonya_1sK2RPP5TXU3B4, 5750799]
[paragraph, [142.0, 1522.0, 1445.0, 36.0], shoonya_1sK2RPP5TXU3B4, 5750799]
[paragraph, [142.0, 1558.0, 1445.0, 36.0], shoonya_1sK2RPP5TXU3B4, 5750799]
[paragraph, [142.0, 1594.0, 1445.0, 36.0], shoonya_1sK2RPP5TXU3B4, 5750799]
[paragraph, [142.0, 1630.0, 1445.0, 36.0], shoonya_1sK2RPP5TXU3B4, 5750799]
[paragraph, [142.0, 1666.0, 1445.0, 36.0], shoonya_1sK2RPP5TXU3B4, 5750799]
[paragraph, [142.0, 1702.0, 1445.0, 36.0], shoonya_1sK2RPP5TXU3B4, 5750799]
[paragraph, [142.0, 1738.0, 1445.0, 36.0], shoonya_1sK2RPP5TXU3B4, 5750799]
[paragraph, [142.0, 1774.0, 1445.0, 36.0], shoonya_1sK2RPP5TXU3B4, 5750799]
[paragraph, [142.0, 1810.0, 1445.0, 36.0], shoonya_1sK2RPP5TXU3B4, 5750799]
[paragraph, [142.0, 1846.0, 1445.0, 36.0], shoonya_1sK2RPP5TXU3B4, 5750799]
[paragraph, [142.0, 1882.0, 1445.0, 36.0], shoonya_1sK2RPP5TXU3B4, 5750799]
[paragraph, [142.0, 1918.0, 1445.0, 36.0], shoonya_1sK2RPP5TXU3B4, 5750799]
[paragraph, [142.0, 1954.0, 1445.0, 36.0], shoonya_1sK2RPP5TXU3B4, 5750799]
[paragraph, [142.0, 1990.0, 1445.0, 36.0], shoonya_1sK2RPP5TXU3B4, 5750799]
[paragraph, [142.0, 2026.0, 1445.0, 36.0], shoonya_1sK2RPP5TXU3B4, 5750799]
[paragraph, [140.0, 2067.0, 1450.0, 36.0], RsM3Vaxy4W, 5750799]
[paragraph, [140.0, 2103.0, 1450.0, 36.0], RsM3Vaxy4W, 5750799]
[paragraph, [140.0, 2139.0, 1450.0, 36.0], RsM3Vaxy4W, 5750799]
[paragraph, [140.0, 2175.0, 1450.0, 36.0], RsM3Vaxy4W, 5750799]
[paragraph, [140.0, 2211.0, 1450.0, 36.0], RsM3Vaxy4W, 5750799]
