[1625, 1211]
[section-title, [181.0, 187.0, 396.0, 49.5], shoonya_0sJITRNZXNK3F6, 5742795]
[paragraph, [431.0, 810.0, 333.0, 36.0], CIyFGN1p_d, 5742795]
[paragraph, [795.0, 820.0, 350.0, 36.0], DplTVFei6D, 5742795]
[paragraph, [795.0, 856.0, 350.0, 36.0], DplTVFei6D, 5742795]
[paragraph, [795.0, 892.0, 350.0, 36.0], DplTVFei6D, 5742795]
[paragraph, [795.0, 928.0, 350.0, 36.0], DplTVFei6D, 5742795]
[paragraph, [795.0, 964.0, 350.0, 36.0], DplTVFei6D, 5742795]
[paragraph, [431.0, 889.0, 344.0, 36.0], 0HLB6MJU_d, 5742795]
[paragraph, [431.0, 925.0, 344.0, 36.0], 0HLB6MJU_d, 5742795]
[paragraph, [65.0, 956.0, 351.0, 36.0], PAm0UGULAN, 5742795]
[paragraph, [65.0, 992.0, 351.0, 36.0], PAm0UGULAN, 5742795]
[paragraph, [65.0, 1028.0, 351.0, 36.0], PAm0UGULAN, 5742795]
[paragraph, [65.0, 1064.0, 351.0, 36.0], PAm0UGULAN, 5742795]
[paragraph, [65.0, 1100.0, 351.0, 36.0], PAm0UGULAN, 5742795]
[paragraph, [65.0, 1136.0, 351.0, 36.0], PAm0UGULAN, 5742795]
[paragraph, [65.0, 1172.0, 351.0, 36.0], PAm0UGULAN, 5742795]
[paragraph, [65.0, 1208.0, 351.0, 36.0], PAm0UGULAN, 5742795]
[paragraph, [65.0, 1244.0, 351.0, 36.0], PAm0UGULAN, 5742795]
[paragraph, [65.0, 1280.0, 351.0, 36.0], PAm0UGULAN, 5742795]
[paragraph, [65.0, 1316.0, 351.0, 36.0], PAm0UGULAN, 5742795]
[paragraph, [65.0, 1352.0, 351.0, 36.0], PAm0UGULAN, 5742795]
[paragraph, [434.0, 995.0, 336.0, 36.0], jTrjVwA637, 5742795]
[paragraph, [795.0, 1059.0, 344.0, 36.0], OOqYjOkzLL, 5742795]
[paragraph, [795.0, 1095.0, 344.0, 36.0], OOqYjOkzLL, 5742795]
[paragraph, [795.0, 1131.0, 344.0, 36.0], OOqYjOkzLL, 5742795]
[paragraph, [795.0, 1167.0, 344.0, 36.0], OOqYjOkzLL, 5742795]
[paragraph, [431.0, 1092.0, 337.0, 36.0], 7KgE3hjpDz, 5742795]
[paragraph, [438.0, 1165.0, 339.0, 36.0], iPdL-EE7Xy, 5742795]
[paragraph, [438.0, 1201.0, 339.0, 36.0], iPdL-EE7Xy, 5742795]
[paragraph, [800.0, 1268.0, 341.0, 36.0], 5HaG1ghsZe, 5742795]
[paragraph, [800.0, 1304.0, 341.0, 36.0], 5HaG1ghsZe, 5742795]
[paragraph, [434.0, 1302.0, 341.0, 36.0], XYN8XD8Sgv, 5742795]
[paragraph, [800.0, 1373.0, 337.0, 36.0], ggdZjnpNsV, 5742795]
[paragraph, [800.0, 1409.0, 337.0, 36.0], ggdZjnpNsV, 5742795]
[paragraph, [800.0, 1445.0, 337.0, 36.0], ggdZjnpNsV, 5742795]
[paragraph, [72.0, 1411.0, 341.0, 36.0], InthNO1TNe, 5742795]
[paragraph, [72.0, 1447.0, 341.0, 36.0], InthNO1TNe, 5742795]
[paragraph, [441.0, 1412.0, 341.0, 36.0], wiTtwjW7hf, 5742795]
[folio, [550.0, 1493.0, 100.0, 36.0], Mmtm8xyde2, 5742795]
