[2338, 1654]
[paragraph, [178.0, 182.0, 1290.0, 36.0], shoonya_0s0CXFKYEZ9IZE, 5753277]
[paragraph, [187.0, 1075.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1111.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1147.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1183.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1219.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1255.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1291.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1327.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1363.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1399.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1435.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1471.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1507.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1543.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1579.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1615.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1651.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1687.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1723.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1759.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1795.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1831.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1867.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1903.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1939.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 1975.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 2011.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
[paragraph, [187.0, 2047.0, 1281.0, 36.0], shoonya_1s4Z4OSQ4X5HTS, 5753277]
