[2339, 1654]
[folio, [1297.0, 53.0, 244.0, 36.0], 2xQ0rvuFAo, 5750660]
[paragraph, [107.0, 1747.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1783.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1819.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1855.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1891.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1927.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1963.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 1999.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 2035.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 2071.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 2107.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [107.0, 2143.0, 1448.0, 36.0], shoonya_0sG9YNVOEQNN1W, 5750660]
[paragraph, [243.0, 2176.0, 1159.0, 36.0], shoonya_2sSBUD8WOZCOCQ, 5750660]
[paragraph, [243.0, 2212.0, 1159.0, 36.0], shoonya_2sSBUD8WOZCOCQ, 5750660]
