[1261, 798]
[folio, [42.0, 20.0, 140.0, 18.0], shoonya_0sSQT2T9L9BDVF, 5782183]
[index, [39.0, 635.0, 693.0, 18.0], 9iPhhU1dDc, 5782183]
[index, [39.0, 653.0, 693.0, 18.0], 9iPhhU1dDc, 5782183]
[index, [40.0, 703.0, 667.0, 18.0], gFpNdAKeZl, 5782183]
[index, [40.0, 721.0, 667.0, 18.0], gFpNdAKeZl, 5782183]
[index, [40.0, 739.0, 667.0, 18.0], gFpNdAKeZl, 5782183]
[index, [40.0, 757.0, 667.0, 18.0], gFpNdAKeZl, 5782183]
[index, [40.0, 775.0, 667.0, 18.0], gFpNdAKeZl, 5782183]
[index, [40.0, 793.0, 667.0, 18.0], gFpNdAKeZl, 5782183]
[index, [40.0, 811.0, 667.0, 18.0], gFpNdAKeZl, 5782183]
[index, [40.0, 829.0, 667.0, 18.0], gFpNdAKeZl, 5782183]
[index, [40.0, 847.0, 667.0, 18.0], gFpNdAKeZl, 5782183]
[index, [40.0, 865.0, 667.0, 18.0], gFpNdAKeZl, 5782183]
[index, [40.0, 883.0, 667.0, 18.0], gFpNdAKeZl, 5782183]
[index, [40.0, 901.0, 667.0, 18.0], gFpNdAKeZl, 5782183]
[index, [40.0, 919.0, 667.0, 18.0], gFpNdAKeZl, 5782183]
[index, [40.0, 937.0, 667.0, 18.0], gFpNdAKeZl, 5782183]
[index, [40.0, 955.0, 667.0, 18.0], gFpNdAKeZl, 5782183]
[index, [37.0, 1005.0, 636.0, 18.0], LLpR4lc5go, 5782183]
[index, [37.0, 1023.0, 636.0, 18.0], LLpR4lc5go, 5782183]
[index, [37.0, 1041.0, 636.0, 18.0], LLpR4lc5go, 5782183]
