[3968, 2806]
[paragraph, [176.0, 251.0, 1140.0, 52.5], shoonya_0sEWBJ0AAQRFG6, 5684171]
[paragraph, [1403.0, 2010.0, 1143.0, 52.5], shoonya_7sSRWDC7K5DA3F, 5684171]
[paragraph, [1403.0, 2062.5, 1143.0, 52.5], shoonya_7sSRWDC7K5DA3F, 5684171]
[paragraph, [1403.0, 2115.0, 1143.0, 52.5], shoonya_7sSRWDC7K5DA3F, 5684171]
[paragraph, [190.0, 1541.0, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 1593.5, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 1646.0, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 1698.5, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 1751.0, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 1803.5, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 1856.0, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 1908.5, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 1961.0, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 2013.5, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 2066.0, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 2118.5, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 2171.0, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 2223.5, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 2276.0, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 2328.5, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 2381.0, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 2433.5, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 2486.0, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 2538.5, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 2591.0, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 2643.5, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [190.0, 2696.0, 1128.0, 52.5], shoonya_3sC5N6BYKSWY3W, 5684171]
[paragraph, [180.0, 1547.0, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 1599.5, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 1652.0, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 1704.5, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 1757.0, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 1809.5, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 1862.0, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 1914.5, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 1967.0, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 2019.5, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 2072.0, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 2124.5, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 2177.0, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 2229.5, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 2282.0, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 2334.5, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 2387.0, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 2439.5, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 2492.0, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 2544.5, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 2597.0, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [180.0, 2649.5, 1139.0, 52.5], shoonya_2sPBWGVA3D6ZKE, 5684171]
[paragraph, [1396.0, 2293.0, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 2345.5, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 2398.0, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 2450.5, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 2503.0, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 2555.5, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 2608.0, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 2660.5, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 2713.0, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 2765.5, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 2818.0, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 2870.5, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 2923.0, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 2975.5, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 3028.0, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 3080.5, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 3133.0, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 3185.5, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 3238.0, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 3290.5, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 3343.0, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 3395.5, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 3448.0, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 3500.5, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 3553.0, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [1396.0, 3605.5, 1143.0, 52.5], shoonya_8sCCZH8B6AHUSL, 5684171]
[paragraph, [180.0, 2841.0, 1140.0, 52.5], shoonya_4sDQLEEZCYH186, 5684171]
[paragraph, [180.0, 2893.5, 1140.0, 52.5], shoonya_4sDQLEEZCYH186, 5684171]
[paragraph, [180.0, 2946.0, 1140.0, 52.5], shoonya_4sDQLEEZCYH186, 5684171]
[paragraph, [180.0, 2998.5, 1140.0, 52.5], shoonya_4sDQLEEZCYH186, 5684171]
[paragraph, [180.0, 3051.0, 1140.0, 52.5], shoonya_4sDQLEEZCYH186, 5684171]
[paragraph, [180.0, 3103.5, 1140.0, 52.5], shoonya_4sDQLEEZCYH186, 5684171]
[paragraph, [180.0, 3156.0, 1140.0, 52.5], shoonya_4sDQLEEZCYH186, 5684171]
[paragraph, [184.0, 3309.0, 1148.0, 52.5], shoonya_5s6U7YWIV1NG2W, 5684171]
[paragraph, [184.0, 3361.5, 1148.0, 52.5], shoonya_5s6U7YWIV1NG2W, 5684171]
[paragraph, [184.0, 3414.0, 1148.0, 52.5], shoonya_5s6U7YWIV1NG2W, 5684171]
[paragraph, [184.0, 3466.5, 1148.0, 52.5], shoonya_5s6U7YWIV1NG2W, 5684171]
[paragraph, [184.0, 3519.0, 1148.0, 52.5], shoonya_5s6U7YWIV1NG2W, 5684171]
[paragraph, [184.0, 3571.5, 1148.0, 52.5], shoonya_5s6U7YWIV1NG2W, 5684171]
[paragraph, [184.0, 3624.0, 1148.0, 52.5], shoonya_5s6U7YWIV1NG2W, 5684171]
[folio, [268.0, 3820.0, 695.0, 52.5], msOYOTI_5y, 5684171]
