[1818, 1374]
[folio, [590.0, 107.0, 158.0, 36.0], shoonya_4s6MRZ7X4HM60H, 5682598]
[paragraph, [104.0, 1002.0, 567.0, 36.0], shoonya_2sFIHBL0NCHHMG, 5682598]
[paragraph, [104.0, 1038.0, 567.0, 36.0], shoonya_2sFIHBL0NCHHMG, 5682598]
[paragraph, [104.0, 1074.0, 567.0, 36.0], shoonya_2sFIHBL0NCHHMG, 5682598]
[paragraph, [104.0, 1110.0, 567.0, 36.0], shoonya_2sFIHBL0NCHHMG, 5682598]
[paragraph, [104.0, 1146.0, 567.0, 36.0], shoonya_2sFIHBL0NCHHMG, 5682598]
[paragraph, [104.0, 1182.0, 567.0, 36.0], shoonya_2sFIHBL0NCHHMG, 5682598]
[paragraph, [104.0, 1218.0, 567.0, 36.0], shoonya_2sFIHBL0NCHHMG, 5682598]
[paragraph, [104.0, 1254.0, 567.0, 36.0], shoonya_2sFIHBL0NCHHMG, 5682598]
[paragraph, [104.0, 1290.0, 567.0, 36.0], shoonya_2sFIHBL0NCHHMG, 5682598]
[paragraph, [686.0, 175.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 211.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 247.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 283.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 319.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 355.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 391.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 427.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 463.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 499.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 535.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 571.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 607.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 643.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 679.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 715.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 751.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 787.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 823.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 859.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 895.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 931.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 967.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 1003.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [686.0, 1039.0, 572.0, 36.0], shoonya_0sV9VEBICWZF3D, 5682598]
[paragraph, [699.0, 1195.0, 569.0, 36.0], shoonya_1sLYQLQ2Y1LPAB, 5682598]
[paragraph, [699.0, 1231.0, 569.0, 36.0], shoonya_1sLYQLQ2Y1LPAB, 5682598]
[paragraph, [699.0, 1267.0, 569.0, 36.0], shoonya_1sLYQLQ2Y1LPAB, 5682598]
[paragraph, [699.0, 1303.0, 569.0, 36.0], shoonya_1sLYQLQ2Y1LPAB, 5682598]
[paragraph, [699.0, 1339.0, 569.0, 36.0], shoonya_1sLYQLQ2Y1LPAB, 5682598]
[paragraph, [699.0, 1375.0, 569.0, 36.0], shoonya_1sLYQLQ2Y1LPAB, 5682598]
[paragraph, [699.0, 1411.0, 569.0, 36.0], shoonya_1sLYQLQ2Y1LPAB, 5682598]
[paragraph, [699.0, 1447.0, 569.0, 36.0], shoonya_1sLYQLQ2Y1LPAB, 5682598]
[paragraph, [699.0, 1483.0, 569.0, 36.0], shoonya_1sLYQLQ2Y1LPAB, 5682598]
[paragraph, [699.0, 1519.0, 569.0, 36.0], shoonya_1sLYQLQ2Y1LPAB, 5682598]
[paragraph, [699.0, 1555.0, 569.0, 36.0], shoonya_1sLYQLQ2Y1LPAB, 5682598]
[paragraph, [699.0, 1591.0, 569.0, 36.0], shoonya_1sLYQLQ2Y1LPAB, 5682598]
[paragraph, [699.0, 1627.0, 569.0, 36.0], shoonya_1sLYQLQ2Y1LPAB, 5682598]
[paragraph, [699.0, 1663.0, 569.0, 36.0], shoonya_1sLYQLQ2Y1LPAB, 5682598]
[paragraph, [101.0, 1331.0, 573.0, 36.0], uPmUJMl8dn, 5682598]
[paragraph, [101.0, 1367.0, 573.0, 36.0], uPmUJMl8dn, 5682598]
[paragraph, [101.0, 1403.0, 573.0, 36.0], uPmUJMl8dn, 5682598]
[paragraph, [101.0, 1439.0, 573.0, 36.0], uPmUJMl8dn, 5682598]
[paragraph, [101.0, 1475.0, 573.0, 36.0], uPmUJMl8dn, 5682598]
[paragraph, [101.0, 1511.0, 573.0, 36.0], uPmUJMl8dn, 5682598]
[paragraph, [101.0, 1547.0, 573.0, 36.0], uPmUJMl8dn, 5682598]
[paragraph, [101.0, 1583.0, 573.0, 36.0], uPmUJMl8dn, 5682598]
[paragraph, [101.0, 1619.0, 573.0, 36.0], uPmUJMl8dn, 5682598]
[paragraph, [101.0, 1655.0, 573.0, 36.0], uPmUJMl8dn, 5682598]
