[842, 595]
[section-title, [221.0, 65.0, 318.0, 30.0], rH3ZvqAF1y, 5742269]
[unordered-list, [221.0, 569.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 587.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 605.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 623.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 641.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 659.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [221.0, 677.0, 320.0, 18.0], LTlBM68via, 5742269]
[unordered-list, [48.0, 110.0, 165.0, 18.0], -0zTIuAI55, 5742269]
[unordered-list, [48.0, 128.0, 165.0, 18.0], -0zTIuAI55, 5742269]
[unordered-list, [48.0, 146.0, 165.0, 18.0], -0zTIuAI55, 5742269]
[unordered-list, [48.0, 164.0, 165.0, 18.0], -0zTIuAI55, 5742269]
[section-title, [56.0, 205.0, 153.0, 30.0], S-c3YQzL5n, 5742269]
[ordered-list, [51.0, 241.0, 160.0, 18.0], 0j2ag9UIpn, 5742269]
[ordered-list, [51.0, 259.0, 160.0, 18.0], 0j2ag9UIpn, 5742269]
[ordered-list, [51.0, 277.0, 160.0, 18.0], 0j2ag9UIpn, 5742269]
[ordered-list, [51.0, 295.0, 160.0, 18.0], 0j2ag9UIpn, 5742269]
[ordered-list, [51.0, 313.0, 160.0, 18.0], 0j2ag9UIpn, 5742269]
[ordered-list, [51.0, 331.0, 160.0, 18.0], 0j2ag9UIpn, 5742269]
[ordered-list, [51.0, 349.0, 160.0, 18.0], 0j2ag9UIpn, 5742269]
[ordered-list, [51.0, 367.0, 160.0, 18.0], 0j2ag9UIpn, 5742269]
[ordered-list, [51.0, 385.0, 160.0, 18.0], 0j2ag9UIpn, 5742269]
[ordered-list, [51.0, 403.0, 160.0, 18.0], 0j2ag9UIpn, 5742269]
[ordered-list, [51.0, 421.0, 160.0, 18.0], 0j2ag9UIpn, 5742269]
[ordered-list, [51.0, 439.0, 160.0, 18.0], 0j2ag9UIpn, 5742269]
[ordered-list, [51.0, 457.0, 160.0, 18.0], 0j2ag9UIpn, 5742269]
[ordered-list, [51.0, 475.0, 160.0, 18.0], 0j2ag9UIpn, 5742269]
[ordered-list, [51.0, 493.0, 160.0, 18.0], 0j2ag9UIpn, 5742269]
[ordered-list, [51.0, 511.0, 160.0, 18.0], 0j2ag9UIpn, 5742269]
[ordered-list, [51.0, 529.0, 160.0, 18.0], 0j2ag9UIpn, 5742269]
[ordered-list, [51.0, 547.0, 160.0, 18.0], 0j2ag9UIpn, 5742269]
[ordered-list, [51.0, 565.0, 160.0, 18.0], 0j2ag9UIpn, 5742269]
[ordered-list, [51.0, 583.0, 160.0, 18.0], 0j2ag9UIpn, 5742269]
[paragraph, [53.0, 613.0, 157.0, 18.0], shoonya_3sWX5RKSR0L8KL, 5742269]
[paragraph, [53.0, 631.0, 157.0, 18.0], shoonya_3sWX5RKSR0L8KL, 5742269]
[paragraph, [53.0, 649.0, 157.0, 18.0], shoonya_3sWX5RKSR0L8KL, 5742269]
[paragraph, [54.0, 672.0, 156.0, 18.0], shoonya_2sSK7LYQI4NXMV, 5742269]
[paragraph, [54.0, 690.0, 156.0, 18.0], shoonya_2sSK7LYQI4NXMV, 5742269]
[paragraph, [54.0, 708.0, 156.0, 18.0], shoonya_2sSK7LYQI4NXMV, 5742269]
[contact-info, [221.0, 704.0, 323.0, 18.0], zfulYZzBDu, 5742269]
[folio, [465.0, 738.0, 75.0, 18.0], shoonya_0sYOPYAD3MWTW8, 5742269]
[folio, [465.0, 756.0, 75.0, 18.0], shoonya_0sYOPYAD3MWTW8, 5742269]
