[2339, 1653]
[folio, [239.0, 326.0, 357.0, 36.0], C2hKpTaHJ9, 5736073]
[paragraph, [835.0, 929.0, 579.0, 36.0], shoonya_0sU8898Q3MV7FY, 5736073]
[paragraph, [835.0, 965.0, 579.0, 36.0], shoonya_0sU8898Q3MV7FY, 5736073]
[paragraph, [835.0, 1001.0, 579.0, 36.0], shoonya_0sU8898Q3MV7FY, 5736073]
[paragraph, [835.0, 1037.0, 579.0, 36.0], shoonya_0sU8898Q3MV7FY, 5736073]
[paragraph, [835.0, 1073.0, 579.0, 36.0], shoonya_0sU8898Q3MV7FY, 5736073]
[paragraph, [835.0, 1109.0, 579.0, 36.0], shoonya_0sU8898Q3MV7FY, 5736073]
[paragraph, [835.0, 1145.0, 579.0, 36.0], shoonya_0sU8898Q3MV7FY, 5736073]
[paragraph, [236.0, 749.0, 581.0, 36.0], shoonya_4sXQJC7TDNZAYI, 5736073]
[paragraph, [236.0, 785.0, 581.0, 36.0], shoonya_4sXQJC7TDNZAYI, 5736073]
[paragraph, [236.0, 821.0, 581.0, 36.0], shoonya_4sXQJC7TDNZAYI, 5736073]
[paragraph, [236.0, 857.0, 581.0, 36.0], shoonya_4sXQJC7TDNZAYI, 5736073]
[paragraph, [236.0, 893.0, 581.0, 36.0], shoonya_4sXQJC7TDNZAYI, 5736073]
[paragraph, [236.0, 929.0, 581.0, 36.0], shoonya_4sXQJC7TDNZAYI, 5736073]
[paragraph, [236.0, 965.0, 581.0, 36.0], shoonya_4sXQJC7TDNZAYI, 5736073]
[paragraph, [236.0, 1001.0, 581.0, 36.0], shoonya_4sXQJC7TDNZAYI, 5736073]
[paragraph, [236.0, 1037.0, 581.0, 36.0], shoonya_4sXQJC7TDNZAYI, 5736073]
[paragraph, [236.0, 1073.0, 581.0, 36.0], shoonya_4sXQJC7TDNZAYI, 5736073]
[paragraph, [236.0, 1109.0, 581.0, 36.0], shoonya_4sXQJC7TDNZAYI, 5736073]
[paragraph, [236.0, 1145.0, 581.0, 36.0], shoonya_4sXQJC7TDNZAYI, 5736073]
[paragraph, [236.0, 1181.0, 581.0, 36.0], shoonya_4sXQJC7TDNZAYI, 5736073]
[paragraph, [236.0, 1217.0, 581.0, 36.0], shoonya_4sXQJC7TDNZAYI, 5736073]
[paragraph, [236.0, 1253.0, 581.0, 36.0], shoonya_4sXQJC7TDNZAYI, 5736073]
[paragraph, [236.0, 1289.0, 581.0, 36.0], shoonya_4sXQJC7TDNZAYI, 5736073]
[paragraph, [236.0, 1325.0, 581.0, 36.0], shoonya_4sXQJC7TDNZAYI, 5736073]
[paragraph, [236.0, 1361.0, 581.0, 36.0], shoonya_4sXQJC7TDNZAYI, 5736073]
[paragraph, [835.0, 1190.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [835.0, 1226.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [835.0, 1262.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [835.0, 1298.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [835.0, 1334.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [835.0, 1370.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [835.0, 1406.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [835.0, 1442.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [835.0, 1478.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [835.0, 1514.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [835.0, 1550.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [835.0, 1586.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [835.0, 1622.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [835.0, 1658.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [835.0, 1694.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [835.0, 1730.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [835.0, 1766.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [835.0, 1802.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [835.0, 1838.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [835.0, 1874.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [835.0, 1910.0, 581.0, 36.0], oNLWVKcGkq, 5736073]
[paragraph, [233.0, 1407.0, 591.0, 36.0], 0sSRVdaTST, 5736073]
[paragraph, [233.0, 1443.0, 591.0, 36.0], 0sSRVdaTST, 5736073]
[paragraph, [233.0, 1479.0, 591.0, 36.0], 0sSRVdaTST, 5736073]
[paragraph, [233.0, 1515.0, 591.0, 36.0], 0sSRVdaTST, 5736073]
[paragraph, [233.0, 1551.0, 591.0, 36.0], 0sSRVdaTST, 5736073]
[paragraph, [233.0, 1587.0, 591.0, 36.0], 0sSRVdaTST, 5736073]
[paragraph, [233.0, 1623.0, 591.0, 36.0], 0sSRVdaTST, 5736073]
[paragraph, [233.0, 1659.0, 591.0, 36.0], 0sSRVdaTST, 5736073]
[paragraph, [233.0, 1695.0, 591.0, 36.0], 0sSRVdaTST, 5736073]
[paragraph, [233.0, 1731.0, 591.0, 36.0], 0sSRVdaTST, 5736073]
[paragraph, [233.0, 1767.0, 591.0, 36.0], 0sSRVdaTST, 5736073]
[paragraph, [239.0, 1817.0, 581.0, 36.0], 9xoO26bwU3, 5736073]
[paragraph, [239.0, 1853.0, 581.0, 36.0], 9xoO26bwU3, 5736073]
[paragraph, [239.0, 1889.0, 581.0, 36.0], 9xoO26bwU3, 5736073]
[folio, [1183.0, 1967.0, 230.0, 36.0], shoonya_8s40UBUX42VAXX, 5736073]
