[2078, 1512]
[folio, [71.0, 28.0, 203.0, 36.0], UDlibyDSt1, 5712407]
[paragraph, [56.0, 1591.0, 687.0, 36.0], y7dCfcB6D_, 5712407]
[paragraph, [56.0, 1627.0, 687.0, 36.0], y7dCfcB6D_, 5712407]
[paragraph, [56.0, 1663.0, 687.0, 36.0], y7dCfcB6D_, 5712407]
[paragraph, [67.0, 1726.0, 524.0, 36.0], UQaJnxr292, 5712407]
[paragraph, [67.0, 1762.0, 524.0, 36.0], UQaJnxr292, 5712407]
[paragraph, [67.0, 1798.0, 524.0, 36.0], UQaJnxr292, 5712407]
[paragraph, [67.0, 1834.0, 524.0, 36.0], UQaJnxr292, 5712407]
[paragraph, [67.0, 1870.0, 524.0, 36.0], UQaJnxr292, 5712407]
[paragraph, [762.0, 1766.0, 528.0, 36.0], pShUqfrb1R, 5712407]
[paragraph, [762.0, 1802.0, 528.0, 36.0], pShUqfrb1R, 5712407]
[paragraph, [762.0, 1838.0, 528.0, 36.0], pShUqfrb1R, 5712407]
[paragraph, [762.0, 1874.0, 528.0, 36.0], pShUqfrb1R, 5712407]
[author, [71.0, 1908.0, 670.0, 36.0], u89JYQDa3P, 5712407]
[author, [71.0, 1944.0, 670.0, 36.0], u89JYQDa3P, 5712407]
[author, [766.0, 1925.0, 655.0, 36.0], -QlsO1zZQh, 5712407]
