[1754, 1241]
[chapter-title, [129.0, 171.0, 1001.0, 58.5], shoonya_4sUPZ7VG0T1MGV, 5708864]
[subsub-ordered-list, [110.0, 898.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 916.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 934.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 952.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 970.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 988.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 1006.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 1024.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 1042.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 1060.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 1078.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[subsub-ordered-list, [110.0, 1096.0, 1019.0, 18.0], 6B_06_0TwG, 5708864]
[sub-ordered-list, [99.0, 1149.0, 1045.0, 36.0], jTCkuwRz3o, 5708864]
[sub-ordered-list, [99.0, 1185.0, 1045.0, 36.0], jTCkuwRz3o, 5708864]
[sub-ordered-list, [99.0, 1221.0, 1045.0, 36.0], jTCkuwRz3o, 5708864]
[sub-ordered-list, [99.0, 1257.0, 1045.0, 36.0], jTCkuwRz3o, 5708864]
[sub-ordered-list, [99.0, 1293.0, 1045.0, 36.0], jTCkuwRz3o, 5708864]
[sub-ordered-list, [99.0, 1329.0, 1045.0, 36.0], jTCkuwRz3o, 5708864]
[sub-ordered-list, [99.0, 1365.0, 1045.0, 36.0], jTCkuwRz3o, 5708864]
[sub-ordered-list, [99.0, 1401.0, 1045.0, 36.0], jTCkuwRz3o, 5708864]
[sub-ordered-list, [99.0, 1437.0, 1045.0, 36.0], jTCkuwRz3o, 5708864]
[subsub-ordered-list, [111.0, 1181.0, 1020.0, 18.0], 94CR6M29eH, 5708864]
[subsub-ordered-list, [111.0, 1199.0, 1020.0, 18.0], 94CR6M29eH, 5708864]
[subsub-ordered-list, [111.0, 1217.0, 1020.0, 18.0], 94CR6M29eH, 5708864]
[subsub-ordered-list, [111.0, 1235.0, 1020.0, 18.0], 94CR6M29eH, 5708864]
[subsub-ordered-list, [111.0, 1253.0, 1020.0, 18.0], 94CR6M29eH, 5708864]
[subsub-ordered-list, [111.0, 1271.0, 1020.0, 18.0], 94CR6M29eH, 5708864]
[subsub-ordered-list, [111.0, 1289.0, 1020.0, 18.0], 94CR6M29eH, 5708864]
[subsub-ordered-list, [111.0, 1307.0, 1020.0, 18.0], 94CR6M29eH, 5708864]
[subsub-ordered-list, [111.0, 1325.0, 1020.0, 18.0], 94CR6M29eH, 5708864]
[subsub-ordered-list, [111.0, 1343.0, 1020.0, 18.0], 94CR6M29eH, 5708864]
[subsub-ordered-list, [111.0, 1361.0, 1020.0, 18.0], 94CR6M29eH, 5708864]
[subsub-ordered-list, [111.0, 1379.0, 1020.0, 18.0], 94CR6M29eH, 5708864]
[subsub-ordered-list, [111.0, 1397.0, 1020.0, 18.0], 94CR6M29eH, 5708864]
[subsub-ordered-list, [111.0, 1415.0, 1020.0, 18.0], 94CR6M29eH, 5708864]
[subsub-ordered-list, [111.0, 1433.0, 1020.0, 18.0], 94CR6M29eH, 5708864]
[subsub-ordered-list, [111.0, 1451.0, 1020.0, 18.0], 94CR6M29eH, 5708864]
[sub-ordered-list, [105.0, 1493.0, 1037.0, 36.0], tBpCQCvXV3, 5708864]
[sub-ordered-list, [105.0, 1529.0, 1037.0, 36.0], tBpCQCvXV3, 5708864]
[sub-ordered-list, [105.0, 1565.0, 1037.0, 36.0], tBpCQCvXV3, 5708864]
[sub-ordered-list, [105.0, 1601.0, 1037.0, 36.0], tBpCQCvXV3, 5708864]
[subsub-ordered-list, [111.0, 1518.0, 1014.0, 18.0], Uq1VgoAvqH, 5708864]
[subsub-ordered-list, [111.0, 1536.0, 1014.0, 18.0], Uq1VgoAvqH, 5708864]
[subsub-ordered-list, [111.0, 1554.0, 1014.0, 18.0], Uq1VgoAvqH, 5708864]
[subsub-ordered-list, [111.0, 1572.0, 1014.0, 18.0], Uq1VgoAvqH, 5708864]
[subsub-ordered-list, [111.0, 1590.0, 1014.0, 18.0], Uq1VgoAvqH, 5708864]
[subsub-ordered-list, [111.0, 1608.0, 1014.0, 18.0], Uq1VgoAvqH, 5708864]
