[1468, 909]
[folio, [359.0, 78.0, 229.0, 18.0], e7FArGTjsh, 5770337]
[paragraph, [453.0, 701.0, 377.0, 18.0], 5S79ELkepb, 5770337]
[paragraph, [453.0, 719.0, 377.0, 18.0], 5S79ELkepb, 5770337]
[paragraph, [453.0, 737.0, 377.0, 18.0], 5S79ELkepb, 5770337]
[paragraph, [453.0, 755.0, 377.0, 18.0], 5S79ELkepb, 5770337]
[paragraph, [453.0, 773.0, 377.0, 18.0], 5S79ELkepb, 5770337]
[paragraph, [453.0, 791.0, 377.0, 18.0], 5S79ELkepb, 5770337]
[paragraph, [86.0, 144.0, 361.0, 18.0], o0koP14nL3, 5770337]
[paragraph, [86.0, 162.0, 361.0, 18.0], o0koP14nL3, 5770337]
[paragraph, [86.0, 180.0, 361.0, 18.0], o0koP14nL3, 5770337]
[paragraph, [90.0, 201.0, 357.0, 18.0], F_5MKSIbWL, 5770337]
[paragraph, [90.0, 219.0, 357.0, 18.0], F_5MKSIbWL, 5770337]
[paragraph, [90.0, 237.0, 357.0, 18.0], F_5MKSIbWL, 5770337]
[paragraph, [90.0, 255.0, 357.0, 18.0], F_5MKSIbWL, 5770337]
[paragraph, [90.0, 273.0, 357.0, 18.0], F_5MKSIbWL, 5770337]
[paragraph, [90.0, 291.0, 357.0, 18.0], F_5MKSIbWL, 5770337]
[paragraph, [90.0, 309.0, 357.0, 18.0], F_5MKSIbWL, 5770337]
[paragraph, [90.0, 327.0, 357.0, 18.0], F_5MKSIbWL, 5770337]
[paragraph, [90.0, 345.0, 357.0, 18.0], F_5MKSIbWL, 5770337]
[paragraph, [90.0, 363.0, 357.0, 18.0], F_5MKSIbWL, 5770337]
[paragraph, [90.0, 381.0, 357.0, 18.0], F_5MKSIbWL, 5770337]
[paragraph, [90.0, 399.0, 357.0, 18.0], F_5MKSIbWL, 5770337]
[paragraph, [98.0, 429.0, 345.0, 18.0], RHQa1PwgT_, 5770337]
[paragraph, [98.0, 447.0, 345.0, 18.0], RHQa1PwgT_, 5770337]
[paragraph, [98.0, 465.0, 345.0, 18.0], RHQa1PwgT_, 5770337]
[paragraph, [98.0, 483.0, 345.0, 18.0], RHQa1PwgT_, 5770337]
[paragraph, [98.0, 501.0, 345.0, 18.0], RHQa1PwgT_, 5770337]
[paragraph, [98.0, 519.0, 345.0, 18.0], RHQa1PwgT_, 5770337]
[reference, [146.0, 543.0, 297.0, 18.0], tfCyFiKpi5, 5770337]
[paragraph, [79.0, 573.0, 364.0, 18.0], ZKcnTjNH-T, 5770337]
[paragraph, [79.0, 591.0, 364.0, 18.0], ZKcnTjNH-T, 5770337]
[paragraph, [79.0, 609.0, 364.0, 18.0], ZKcnTjNH-T, 5770337]
[paragraph, [79.0, 627.0, 364.0, 18.0], ZKcnTjNH-T, 5770337]
[paragraph, [79.0, 645.0, 364.0, 18.0], ZKcnTjNH-T, 5770337]
[paragraph, [79.0, 663.0, 364.0, 18.0], ZKcnTjNH-T, 5770337]
[paragraph, [79.0, 681.0, 364.0, 18.0], ZKcnTjNH-T, 5770337]
[paragraph, [79.0, 699.0, 364.0, 18.0], ZKcnTjNH-T, 5770337]
[paragraph, [79.0, 717.0, 364.0, 18.0], ZKcnTjNH-T, 5770337]
[paragraph, [79.0, 735.0, 364.0, 18.0], ZKcnTjNH-T, 5770337]
[paragraph, [79.0, 753.0, 364.0, 18.0], ZKcnTjNH-T, 5770337]
[paragraph, [79.0, 771.0, 364.0, 18.0], ZKcnTjNH-T, 5770337]
[paragraph, [79.0, 789.0, 364.0, 18.0], ZKcnTjNH-T, 5770337]
