[1388, 886]
[folio, [30.0, 69.0, 136.0, 18.0], RzQXz_fcg4, 5742619]
[paragraph, [31.0, 313.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 331.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 349.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 367.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 385.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 403.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 421.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 439.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 457.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 475.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 493.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 511.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 529.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 547.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 565.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 583.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 601.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 619.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 637.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 655.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 673.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 691.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 709.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 727.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 745.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 763.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 781.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 799.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 817.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 835.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 853.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 871.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 889.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 907.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 925.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 943.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 961.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 979.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 997.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 1015.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 1033.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 1051.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 1069.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 1087.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 1105.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 1123.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 1141.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 1159.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 1177.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 1195.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 1213.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 1231.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 1249.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 1267.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [31.0, 1285.0, 404.0, 18.0], shoonya_2s4PHV5Q3HC9DB, 5742619]
[paragraph, [452.0, 560.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 578.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 596.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 614.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 632.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 650.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 668.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 686.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 704.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 722.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 740.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 758.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 776.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 794.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 812.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 830.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 848.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 866.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 884.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 902.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 920.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 938.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 956.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 974.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 992.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 1010.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 1028.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 1046.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 1064.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 1082.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 1100.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 1118.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 1136.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 1154.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 1172.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 1190.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 1208.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 1226.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 1244.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 1262.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[paragraph, [452.0, 1280.0, 399.0, 18.0], hQOo2GKeak, 5742619]
[footnote, [573.0, 1352.0, 257.0, 18.0], lJUtrpu6gS, 5742619]
