[1447, 1063]
[folio, [435.0, 49.0, 219.0, 18.0], nYy79tdUD_, 5762749]
[paragraph, [91.0, 1014.0, 435.0, 18.0], shoonya_5s99QHDCGFZ5N2, 5762749]
[paragraph, [91.0, 1032.0, 435.0, 18.0], shoonya_5s99QHDCGFZ5N2, 5762749]
[paragraph, [91.0, 1050.0, 435.0, 18.0], shoonya_5s99QHDCGFZ5N2, 5762749]
[paragraph, [91.0, 1068.0, 435.0, 18.0], shoonya_5s99QHDCGFZ5N2, 5762749]
[paragraph, [91.0, 1086.0, 435.0, 18.0], shoonya_5s99QHDCGFZ5N2, 5762749]
[paragraph, [91.0, 1104.0, 435.0, 18.0], shoonya_5s99QHDCGFZ5N2, 5762749]
[paragraph, [91.0, 1122.0, 435.0, 18.0], shoonya_5s99QHDCGFZ5N2, 5762749]
[paragraph, [91.0, 1140.0, 435.0, 18.0], shoonya_5s99QHDCGFZ5N2, 5762749]
[paragraph, [91.0, 1158.0, 435.0, 18.0], shoonya_5s99QHDCGFZ5N2, 5762749]
[paragraph, [532.0, 837.0, 441.0, 18.0], x2PK5UVi0c, 5762749]
[paragraph, [532.0, 855.0, 441.0, 18.0], x2PK5UVi0c, 5762749]
[paragraph, [532.0, 873.0, 441.0, 18.0], x2PK5UVi0c, 5762749]
[paragraph, [532.0, 891.0, 441.0, 18.0], x2PK5UVi0c, 5762749]
[paragraph, [532.0, 909.0, 441.0, 18.0], x2PK5UVi0c, 5762749]
[paragraph, [532.0, 927.0, 441.0, 18.0], x2PK5UVi0c, 5762749]
[paragraph, [532.0, 945.0, 441.0, 18.0], x2PK5UVi0c, 5762749]
[paragraph, [532.0, 963.0, 441.0, 18.0], x2PK5UVi0c, 5762749]
[paragraph, [532.0, 981.0, 441.0, 18.0], x2PK5UVi0c, 5762749]
[paragraph, [90.0, 1190.0, 434.0, 18.0], u74_Jh12x_, 5762749]
[paragraph, [90.0, 1208.0, 434.0, 18.0], u74_Jh12x_, 5762749]
[paragraph, [90.0, 1226.0, 434.0, 18.0], u74_Jh12x_, 5762749]
[paragraph, [90.0, 1244.0, 434.0, 18.0], u74_Jh12x_, 5762749]
[paragraph, [90.0, 1262.0, 434.0, 18.0], u74_Jh12x_, 5762749]
[paragraph, [90.0, 1280.0, 434.0, 18.0], u74_Jh12x_, 5762749]
[paragraph, [90.0, 1298.0, 434.0, 18.0], u74_Jh12x_, 5762749]
[paragraph, [90.0, 1316.0, 434.0, 18.0], u74_Jh12x_, 5762749]
