[792, 612]
[paragraph, [224.0, 87.0, 162.0, 18.0], -KCR1Oji9i, 6515587]
[paragraph, [55.0, 582.0, 164.0, 18.0], FjyCeudMPt, 6515587]
[paragraph, [55.0, 600.0, 164.0, 18.0], FjyCeudMPt, 6515587]
[paragraph, [55.0, 618.0, 164.0, 18.0], FjyCeudMPt, 6515587]
[paragraph, [55.0, 636.0, 164.0, 18.0], FjyCeudMPt, 6515587]
[paragraph, [55.0, 654.0, 164.0, 18.0], FjyCeudMPt, 6515587]
[paragraph, [55.0, 672.0, 164.0, 18.0], FjyCeudMPt, 6515587]
[paragraph, [55.0, 690.0, 164.0, 18.0], FjyCeudMPt, 6515587]
[paragraph, [392.0, 489.0, 162.0, 18.0], dEg2gA7JlC, 6515587]
[paragraph, [224.0, 491.0, 163.0, 18.0], jCu5vnatGQ, 6515587]
[paragraph, [224.0, 509.0, 163.0, 18.0], jCu5vnatGQ, 6515587]
[paragraph, [224.0, 527.0, 163.0, 18.0], jCu5vnatGQ, 6515587]
[paragraph, [224.0, 545.0, 163.0, 18.0], jCu5vnatGQ, 6515587]
[paragraph, [224.0, 563.0, 163.0, 18.0], jCu5vnatGQ, 6515587]
[paragraph, [391.0, 518.0, 163.0, 18.0], 6zKq4Wk8DS, 6515587]
[paragraph, [391.0, 536.0, 163.0, 18.0], 6zKq4Wk8DS, 6515587]
[paragraph, [391.0, 554.0, 163.0, 18.0], 6zKq4Wk8DS, 6515587]
[paragraph, [391.0, 572.0, 163.0, 18.0], 6zKq4Wk8DS, 6515587]
[paragraph, [391.0, 590.0, 163.0, 18.0], 6zKq4Wk8DS, 6515587]
[paragraph, [391.0, 608.0, 163.0, 18.0], 6zKq4Wk8DS, 6515587]
[paragraph, [391.0, 626.0, 163.0, 18.0], 6zKq4Wk8DS, 6515587]
[paragraph, [224.0, 596.0, 163.0, 18.0], SebOIuwNV3, 6515587]
[paragraph, [224.0, 614.0, 163.0, 18.0], SebOIuwNV3, 6515587]
[paragraph, [224.0, 632.0, 163.0, 18.0], SebOIuwNV3, 6515587]
[paragraph, [224.0, 650.0, 163.0, 18.0], SebOIuwNV3, 6515587]
[paragraph, [224.0, 668.0, 163.0, 18.0], SebOIuwNV3, 6515587]
[paragraph, [224.0, 686.0, 163.0, 18.0], SebOIuwNV3, 6515587]
[paragraph, [392.0, 660.0, 163.0, 18.0], kFrGBRxL5K, 6515587]
[paragraph, [392.0, 678.0, 163.0, 18.0], kFrGBRxL5K, 6515587]
[paragraph, [392.0, 696.0, 163.0, 18.0], kFrGBRxL5K, 6515587]
[paragraph, [392.0, 714.0, 163.0, 18.0], kFrGBRxL5K, 6515587]
[paragraph, [392.0, 732.0, 163.0, 18.0], kFrGBRxL5K, 6515587]
[paragraph, [55.0, 713.0, 165.0, 18.0], ooXOzLWq9m, 6515587]
[paragraph, [55.0, 731.0, 165.0, 18.0], ooXOzLWq9m, 6515587]
[paragraph, [226.0, 713.0, 162.0, 18.0], fpwX9SZ9vL, 6515587]
[paragraph, [226.0, 731.0, 162.0, 18.0], fpwX9SZ9vL, 6515587]
