[1387, 987]
[paragraph, [57.0, 88.0, 868.0, 18.0], shoonya_0sU1Q8X3XE1HKV, 5652082]
[paragraph, [33.0, 695.0, 930.0, 18.0], qAOEBi8qqI, 5652082]
[paragraph, [33.0, 713.0, 930.0, 18.0], qAOEBi8qqI, 5652082]
[paragraph, [33.0, 731.0, 930.0, 18.0], qAOEBi8qqI, 5652082]
[paragraph, [33.0, 749.0, 930.0, 18.0], qAOEBi8qqI, 5652082]
[paragraph, [33.0, 767.0, 930.0, 18.0], qAOEBi8qqI, 5652082]
[paragraph, [33.0, 785.0, 930.0, 18.0], qAOEBi8qqI, 5652082]
[paragraph, [70.0, 820.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 838.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 856.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 874.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 892.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 910.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 928.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 946.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 964.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 982.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 1000.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 1018.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 1036.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 1054.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 1072.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 1090.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 1108.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 1126.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 1144.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 1162.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 1180.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 1198.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 1216.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 1234.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 1252.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 1270.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
[paragraph, [70.0, 1288.0, 846.0, 18.0], shoonya_1sCLSC0NHBTGG9, 5652082]
