[2339, 1656]
[paragraph, [113.0, 96.0, 698.0, 36.0], shoonya_1sH63Q1EZB4L6S, 5749809]
[paragraph, [842.0, 708.0, 694.0, 36.0], shoonya_10sXKKT5IQ3W5O, 5749809]
[paragraph, [842.0, 744.0, 694.0, 36.0], shoonya_10sXKKT5IQ3W5O, 5749809]
[paragraph, [838.0, 814.0, 700.0, 36.0], shoonya_2sCYJTHTYJK1PP, 5749809]
[paragraph, [838.0, 850.0, 700.0, 36.0], shoonya_2sCYJTHTYJK1PP, 5749809]
[paragraph, [838.0, 886.0, 700.0, 36.0], shoonya_2sCYJTHTYJK1PP, 5749809]
[paragraph, [838.0, 922.0, 700.0, 36.0], shoonya_2sCYJTHTYJK1PP, 5749809]
[paragraph, [838.0, 958.0, 700.0, 36.0], shoonya_2sCYJTHTYJK1PP, 5749809]
[paragraph, [838.0, 994.0, 700.0, 36.0], shoonya_2sCYJTHTYJK1PP, 5749809]
[paragraph, [838.0, 1030.0, 700.0, 36.0], shoonya_2sCYJTHTYJK1PP, 5749809]
[paragraph, [838.0, 1066.0, 700.0, 36.0], shoonya_2sCYJTHTYJK1PP, 5749809]
[paragraph, [838.0, 1102.0, 700.0, 36.0], shoonya_2sCYJTHTYJK1PP, 5749809]
[paragraph, [838.0, 1138.0, 700.0, 36.0], shoonya_2sCYJTHTYJK1PP, 5749809]
[paragraph, [838.0, 1174.0, 700.0, 36.0], shoonya_2sCYJTHTYJK1PP, 5749809]
[paragraph, [838.0, 1210.0, 700.0, 36.0], shoonya_2sCYJTHTYJK1PP, 5749809]
[paragraph, [838.0, 1246.0, 700.0, 36.0], shoonya_2sCYJTHTYJK1PP, 5749809]
[paragraph, [113.0, 1254.0, 696.0, 36.0], shoonya_5sJDOOXL62A3KO, 5749809]
[paragraph, [113.0, 1290.0, 696.0, 36.0], shoonya_5sJDOOXL62A3KO, 5749809]
[paragraph, [113.0, 1326.0, 696.0, 36.0], shoonya_5sJDOOXL62A3KO, 5749809]
[paragraph, [113.0, 1362.0, 696.0, 36.0], shoonya_5sJDOOXL62A3KO, 5749809]
[paragraph, [845.0, 1315.0, 697.0, 36.0], shoonya_8sRYKL2FNGZ44B, 5749809]
[paragraph, [845.0, 1351.0, 697.0, 36.0], shoonya_8sRYKL2FNGZ44B, 5749809]
[paragraph, [107.0, 1419.0, 703.0, 36.0], shoonya_3sM9NL8CG74XWE, 5749809]
[paragraph, [107.0, 1455.0, 703.0, 36.0], shoonya_3sM9NL8CG74XWE, 5749809]
[paragraph, [107.0, 1491.0, 703.0, 36.0], shoonya_3sM9NL8CG74XWE, 5749809]
[paragraph, [107.0, 1527.0, 703.0, 36.0], shoonya_3sM9NL8CG74XWE, 5749809]
[paragraph, [840.0, 1425.0, 701.0, 36.0], shoonya_0sEX9J7JX3FY31, 5749809]
[paragraph, [840.0, 1461.0, 701.0, 36.0], shoonya_0sEX9J7JX3FY31, 5749809]
[paragraph, [840.0, 1497.0, 701.0, 36.0], shoonya_0sEX9J7JX3FY31, 5749809]
[paragraph, [840.0, 1533.0, 701.0, 36.0], shoonya_0sEX9J7JX3FY31, 5749809]
[paragraph, [840.0, 1569.0, 701.0, 36.0], shoonya_0sEX9J7JX3FY31, 5749809]
[paragraph, [840.0, 1605.0, 701.0, 36.0], shoonya_0sEX9J7JX3FY31, 5749809]
[paragraph, [840.0, 1641.0, 701.0, 36.0], shoonya_0sEX9J7JX3FY31, 5749809]
[paragraph, [840.0, 1677.0, 701.0, 36.0], shoonya_0sEX9J7JX3FY31, 5749809]
[paragraph, [840.0, 1713.0, 701.0, 36.0], shoonya_0sEX9J7JX3FY31, 5749809]
[paragraph, [840.0, 1749.0, 701.0, 36.0], shoonya_0sEX9J7JX3FY31, 5749809]
[paragraph, [840.0, 1785.0, 701.0, 36.0], shoonya_0sEX9J7JX3FY31, 5749809]
[paragraph, [840.0, 1821.0, 701.0, 36.0], shoonya_0sEX9J7JX3FY31, 5749809]
[paragraph, [840.0, 1857.0, 701.0, 36.0], shoonya_0sEX9J7JX3FY31, 5749809]
[paragraph, [840.0, 1893.0, 701.0, 36.0], shoonya_0sEX9J7JX3FY31, 5749809]
[paragraph, [840.0, 1929.0, 701.0, 36.0], shoonya_0sEX9J7JX3FY31, 5749809]
[paragraph, [840.0, 1965.0, 701.0, 36.0], shoonya_0sEX9J7JX3FY31, 5749809]
[paragraph, [840.0, 2001.0, 701.0, 36.0], shoonya_0sEX9J7JX3FY31, 5749809]
[paragraph, [840.0, 2037.0, 701.0, 36.0], shoonya_0sEX9J7JX3FY31, 5749809]
[paragraph, [840.0, 2073.0, 701.0, 36.0], shoonya_0sEX9J7JX3FY31, 5749809]
[paragraph, [95.0, 1577.0, 715.0, 36.0], nVTJ6bw77N, 5749809]
[paragraph, [95.0, 1613.0, 715.0, 36.0], nVTJ6bw77N, 5749809]
[paragraph, [95.0, 1649.0, 715.0, 36.0], nVTJ6bw77N, 5749809]
[paragraph, [78.0, 1691.0, 738.0, 36.0], 2MTOFQKqxj, 5749809]
[paragraph, [78.0, 1727.0, 738.0, 36.0], 2MTOFQKqxj, 5749809]
[paragraph, [78.0, 1763.0, 738.0, 36.0], 2MTOFQKqxj, 5749809]
[paragraph, [89.0, 1807.0, 728.0, 36.0], 5G8AitZLEH, 5749809]
[paragraph, [89.0, 1843.0, 728.0, 36.0], 5G8AitZLEH, 5749809]
[paragraph, [89.0, 1879.0, 728.0, 36.0], 5G8AitZLEH, 5749809]
[paragraph, [89.0, 1915.0, 728.0, 36.0], 5G8AitZLEH, 5749809]
[paragraph, [89.0, 1951.0, 728.0, 36.0], 5G8AitZLEH, 5749809]
[paragraph, [89.0, 1987.0, 728.0, 36.0], 5G8AitZLEH, 5749809]
[paragraph, [89.0, 2023.0, 728.0, 36.0], 5G8AitZLEH, 5749809]
[paragraph, [89.0, 2059.0, 728.0, 36.0], 5G8AitZLEH, 5749809]
