[1372, 849]
[section-title, [249.0, 75.0, 353.0, 30.0], shoonya_4sO9MSG203FYRW, 5710105]
[paragraph, [90.0, 989.0, 657.0, 18.0], qPGhB54TcN, 5710105]
[paragraph, [90.0, 1007.0, 657.0, 18.0], qPGhB54TcN, 5710105]
[paragraph, [90.0, 1025.0, 657.0, 18.0], qPGhB54TcN, 5710105]
[paragraph, [90.0, 1043.0, 657.0, 18.0], qPGhB54TcN, 5710105]
[paragraph, [90.0, 1061.0, 657.0, 18.0], qPGhB54TcN, 5710105]
[paragraph, [90.0, 1079.0, 657.0, 18.0], qPGhB54TcN, 5710105]
[paragraph, [127.0, 1113.0, 595.0, 18.0], 3cOzUyBafU, 5710105]
[paragraph, [127.0, 1131.0, 595.0, 18.0], 3cOzUyBafU, 5710105]
[paragraph, [52.0, 1152.0, 732.0, 18.0], SIXkjnHEsZ, 5710105]
[paragraph, [52.0, 1170.0, 732.0, 18.0], SIXkjnHEsZ, 5710105]
[paragraph, [52.0, 1188.0, 732.0, 18.0], SIXkjnHEsZ, 5710105]
[paragraph, [52.0, 1206.0, 732.0, 18.0], SIXkjnHEsZ, 5710105]
[paragraph, [52.0, 1224.0, 732.0, 18.0], SIXkjnHEsZ, 5710105]
[paragraph, [52.0, 1242.0, 732.0, 18.0], SIXkjnHEsZ, 5710105]
