[1337, 839]
[sub-headline, [83.0, 79.0, 224.0, 25.5], fKXHza0BNE, 5770212]
[paragraph, [423.0, 545.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 563.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 581.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 599.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 617.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 635.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 653.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 671.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 689.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 707.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 725.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 743.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 761.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 779.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 797.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 815.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 833.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 851.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 869.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 887.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 905.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 923.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 941.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 959.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 977.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 995.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 1013.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 1031.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 1049.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 1067.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 1085.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 1103.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 1121.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 1139.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 1157.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 1175.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 1193.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
[paragraph, [423.0, 1211.0, 335.0, 18.0], KQI4zXHfkT, 5770212]
