[1823, 1375]
[folio, [626.0, 104.0, 116.0, 36.0], Lny8n32LeD, 5684455]
[paragraph, [104.0, 677.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 713.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 749.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 785.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 821.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 857.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 893.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 929.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 965.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 1001.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 1037.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 1073.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 1109.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 1145.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 1181.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 1217.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 1253.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 1289.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 1325.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 1361.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 1397.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[paragraph, [104.0, 1433.0, 575.0, 36.0], shoonya_1sKRB0YXJ7TTPI, 5684455]
[author, [1032.0, 1420.0, 227.0, 36.0], shoonya_2s05UJ29UX9B36, 5684455]
