[1625, 1211]
[headline, [479.0, 199.0, 635.0, 37.5], Iee_kIp0Nh, 5742099]
[paragraph, [426.0, 1017.0, 357.0, 36.0], 8wzeFOCgLi, 5742099]
[paragraph, [426.0, 1053.0, 357.0, 36.0], 8wzeFOCgLi, 5742099]
[paragraph, [426.0, 1089.0, 357.0, 36.0], 8wzeFOCgLi, 5742099]
[paragraph, [426.0, 1125.0, 357.0, 36.0], 8wzeFOCgLi, 5742099]
[paragraph, [426.0, 1161.0, 357.0, 36.0], 8wzeFOCgLi, 5742099]
[paragraph, [426.0, 1197.0, 357.0, 36.0], 8wzeFOCgLi, 5742099]
[paragraph, [426.0, 1233.0, 357.0, 36.0], 8wzeFOCgLi, 5742099]
[paragraph, [426.0, 1269.0, 357.0, 36.0], 8wzeFOCgLi, 5742099]
[paragraph, [426.0, 1305.0, 357.0, 36.0], 8wzeFOCgLi, 5742099]
[paragraph, [426.0, 1341.0, 357.0, 36.0], 8wzeFOCgLi, 5742099]
[paragraph, [426.0, 1377.0, 357.0, 36.0], 8wzeFOCgLi, 5742099]
[paragraph, [426.0, 1413.0, 357.0, 36.0], 8wzeFOCgLi, 5742099]
[paragraph, [426.0, 1449.0, 357.0, 36.0], 8wzeFOCgLi, 5742099]
[paragraph, [63.0, 1043.0, 344.0, 36.0], shoonya_2sZM2K7KK8E038, 5742099]
[paragraph, [63.0, 1079.0, 344.0, 36.0], shoonya_2sZM2K7KK8E038, 5742099]
[paragraph, [63.0, 1115.0, 344.0, 36.0], shoonya_2sZM2K7KK8E038, 5742099]
[paragraph, [63.0, 1151.0, 344.0, 36.0], shoonya_2sZM2K7KK8E038, 5742099]
[paragraph, [62.0, 1205.0, 346.0, 36.0], 5jmaGgQoC2, 5742099]
[paragraph, [62.0, 1241.0, 346.0, 36.0], 5jmaGgQoC2, 5742099]
[paragraph, [62.0, 1277.0, 346.0, 36.0], 5jmaGgQoC2, 5742099]
[paragraph, [62.0, 1313.0, 346.0, 36.0], 5jmaGgQoC2, 5742099]
[paragraph, [62.0, 1349.0, 346.0, 36.0], 5jmaGgQoC2, 5742099]
[paragraph, [62.0, 1385.0, 346.0, 36.0], 5jmaGgQoC2, 5742099]
[paragraph, [62.0, 1421.0, 346.0, 36.0], 5jmaGgQoC2, 5742099]
[paragraph, [798.0, 1206.0, 347.0, 36.0], shoonya_3s51N8CX41OC4K, 5742099]
[paragraph, [798.0, 1242.0, 347.0, 36.0], shoonya_3s51N8CX41OC4K, 5742099]
[paragraph, [798.0, 1278.0, 347.0, 36.0], shoonya_3s51N8CX41OC4K, 5742099]
[paragraph, [798.0, 1314.0, 347.0, 36.0], shoonya_3s51N8CX41OC4K, 5742099]
[paragraph, [798.0, 1350.0, 347.0, 36.0], shoonya_3s51N8CX41OC4K, 5742099]
[paragraph, [798.0, 1386.0, 347.0, 36.0], shoonya_3s51N8CX41OC4K, 5742099]
[paragraph, [798.0, 1422.0, 347.0, 36.0], shoonya_3s51N8CX41OC4K, 5742099]
[folio, [803.0, 1517.0, 118.0, 36.0], dlHMC-oArR, 5742099]
[folio, [435.0, 1520.0, 98.0, 36.0], UfK2Ip82Bx, 5742099]
