[872, 605]
[section-title, [254.0, 36.0, 84.0, 30.0], 4tDt6aqk61, 6457064]
[paragraph, [37.0, 442.0, 264.0, 18.0], shoonya_0sFBL8C8X1U6Y3, 6457064]
[paragraph, [37.0, 460.0, 264.0, 18.0], shoonya_0sFBL8C8X1U6Y3, 6457064]
[paragraph, [37.0, 478.0, 264.0, 18.0], shoonya_0sFBL8C8X1U6Y3, 6457064]
[paragraph, [37.0, 496.0, 264.0, 18.0], shoonya_0sFBL8C8X1U6Y3, 6457064]
[paragraph, [37.0, 514.0, 264.0, 18.0], shoonya_0sFBL8C8X1U6Y3, 6457064]
[paragraph, [37.0, 532.0, 264.0, 18.0], shoonya_0sFBL8C8X1U6Y3, 6457064]
[paragraph, [37.0, 550.0, 264.0, 18.0], shoonya_0sFBL8C8X1U6Y3, 6457064]
[paragraph, [37.0, 568.0, 264.0, 18.0], shoonya_0sFBL8C8X1U6Y3, 6457064]
[paragraph, [37.0, 586.0, 264.0, 18.0], shoonya_0sFBL8C8X1U6Y3, 6457064]
[paragraph, [37.0, 604.0, 264.0, 18.0], shoonya_0sFBL8C8X1U6Y3, 6457064]
[paragraph, [37.0, 622.0, 264.0, 18.0], shoonya_0sFBL8C8X1U6Y3, 6457064]
[paragraph, [37.0, 640.0, 264.0, 18.0], shoonya_0sFBL8C8X1U6Y3, 6457064]
[paragraph, [37.0, 658.0, 264.0, 18.0], shoonya_0sFBL8C8X1U6Y3, 6457064]
[paragraph, [37.0, 676.0, 264.0, 18.0], shoonya_0sFBL8C8X1U6Y3, 6457064]
[paragraph, [37.0, 694.0, 264.0, 18.0], shoonya_0sFBL8C8X1U6Y3, 6457064]
[paragraph, [37.0, 712.0, 264.0, 18.0], shoonya_0sFBL8C8X1U6Y3, 6457064]
[paragraph, [37.0, 730.0, 264.0, 18.0], shoonya_0sFBL8C8X1U6Y3, 6457064]
[paragraph, [301.0, 282.0, 253.0, 18.0], L29dDQZwAJ, 6457064]
[paragraph, [301.0, 300.0, 253.0, 18.0], L29dDQZwAJ, 6457064]
[paragraph, [300.0, 322.0, 260.0, 18.0], 4dCoCzz9n-, 6457064]
[paragraph, [300.0, 340.0, 260.0, 18.0], 4dCoCzz9n-, 6457064]
[paragraph, [300.0, 358.0, 260.0, 18.0], 4dCoCzz9n-, 6457064]
[paragraph, [300.0, 376.0, 260.0, 18.0], 4dCoCzz9n-, 6457064]
[paragraph, [300.0, 394.0, 260.0, 18.0], 4dCoCzz9n-, 6457064]
[paragraph, [300.0, 412.0, 260.0, 18.0], 4dCoCzz9n-, 6457064]
[paragraph, [300.0, 430.0, 260.0, 18.0], 4dCoCzz9n-, 6457064]
[paragraph, [311.0, 463.0, 114.0, 18.0], qYxziVulPm, 6457064]
[paragraph, [300.0, 487.0, 262.0, 18.0], UVFU9TMGUc, 6457064]
[paragraph, [300.0, 505.0, 262.0, 18.0], UVFU9TMGUc, 6457064]
[paragraph, [302.0, 531.0, 260.0, 18.0], 3aZA_0FRIL, 6457064]
[paragraph, [302.0, 549.0, 260.0, 18.0], 3aZA_0FRIL, 6457064]
[paragraph, [302.0, 567.0, 260.0, 18.0], 3aZA_0FRIL, 6457064]
[paragraph, [302.0, 585.0, 260.0, 18.0], 3aZA_0FRIL, 6457064]
[paragraph, [302.0, 603.0, 260.0, 18.0], 3aZA_0FRIL, 6457064]
[paragraph, [302.0, 621.0, 260.0, 18.0], 3aZA_0FRIL, 6457064]
[paragraph, [302.0, 639.0, 260.0, 18.0], 3aZA_0FRIL, 6457064]
[paragraph, [302.0, 657.0, 260.0, 18.0], 3aZA_0FRIL, 6457064]
[paragraph, [302.0, 675.0, 260.0, 18.0], 3aZA_0FRIL, 6457064]
[paragraph, [302.0, 693.0, 260.0, 18.0], 3aZA_0FRIL, 6457064]
[paragraph, [302.0, 711.0, 260.0, 18.0], 3aZA_0FRIL, 6457064]
[paragraph, [302.0, 729.0, 260.0, 18.0], 3aZA_0FRIL, 6457064]
[reference, [303.0, 754.0, 264.0, 18.0], WrEVnqE3Wk, 6457064]
[reference, [303.0, 772.0, 264.0, 18.0], WrEVnqE3Wk, 6457064]
[reference, [303.0, 790.0, 264.0, 18.0], WrEVnqE3Wk, 6457064]
[reference, [303.0, 808.0, 264.0, 18.0], WrEVnqE3Wk, 6457064]
[reference, [36.0, 756.0, 266.0, 18.0], KIBScDx8g5, 6457064]
[reference, [36.0, 774.0, 266.0, 18.0], KIBScDx8g5, 6457064]
[reference, [36.0, 792.0, 266.0, 18.0], KIBScDx8g5, 6457064]
[reference, [36.0, 810.0, 266.0, 18.0], KIBScDx8g5, 6457064]
