[1265, 863]
[chapter-title, [370.0, 57.0, 207.0, 30.0], shoonya_4s2WLSBUEP2IO0, 5776584]
[paragraph, [165.0, 839.0, 627.0, 18.0], shoonya_0s2BWQ3X2D5PN0, 5776584]
[paragraph, [165.0, 857.0, 627.0, 18.0], shoonya_0s2BWQ3X2D5PN0, 5776584]
[paragraph, [165.0, 875.0, 627.0, 18.0], shoonya_0s2BWQ3X2D5PN0, 5776584]
[paragraph, [165.0, 893.0, 627.0, 18.0], shoonya_0s2BWQ3X2D5PN0, 5776584]
[paragraph, [165.0, 911.0, 627.0, 18.0], shoonya_0s2BWQ3X2D5PN0, 5776584]
[paragraph, [165.0, 929.0, 627.0, 18.0], shoonya_0s2BWQ3X2D5PN0, 5776584]
[paragraph, [165.0, 947.0, 627.0, 18.0], shoonya_0s2BWQ3X2D5PN0, 5776584]
[paragraph, [165.0, 965.0, 627.0, 18.0], shoonya_0s2BWQ3X2D5PN0, 5776584]
[paragraph, [165.0, 983.0, 627.0, 18.0], shoonya_0s2BWQ3X2D5PN0, 5776584]
[paragraph, [165.0, 1001.0, 627.0, 18.0], shoonya_0s2BWQ3X2D5PN0, 5776584]
[paragraph, [165.0, 1019.0, 627.0, 18.0], shoonya_0s2BWQ3X2D5PN0, 5776584]
[paragraph, [165.0, 1037.0, 627.0, 18.0], shoonya_0s2BWQ3X2D5PN0, 5776584]
[paragraph, [165.0, 1055.0, 627.0, 18.0], shoonya_0s2BWQ3X2D5PN0, 5776584]
[paragraph, [165.0, 1073.0, 627.0, 18.0], shoonya_0s2BWQ3X2D5PN0, 5776584]
[paragraph, [165.0, 1091.0, 627.0, 18.0], shoonya_0s2BWQ3X2D5PN0, 5776584]
