[1447, 1063]
[folio, [399.0, 50.0, 233.0, 18.0], shoonya_1sS3GBVN9TSWJC, 5762568]
[paragraph, [527.0, 1026.0, 440.0, 18.0], shoonya_4sUX7KAU5JWVE4, 5762568]
[paragraph, [527.0, 1044.0, 440.0, 18.0], shoonya_4sUX7KAU5JWVE4, 5762568]
[paragraph, [527.0, 1062.0, 440.0, 18.0], shoonya_4sUX7KAU5JWVE4, 5762568]
[paragraph, [527.0, 1080.0, 440.0, 18.0], shoonya_4sUX7KAU5JWVE4, 5762568]
[paragraph, [527.0, 1098.0, 440.0, 18.0], shoonya_4sUX7KAU5JWVE4, 5762568]
[paragraph, [529.0, 1125.0, 442.0, 18.0], A5gj2rRsmd, 5762568]
[paragraph, [529.0, 1143.0, 442.0, 18.0], A5gj2rRsmd, 5762568]
[paragraph, [529.0, 1161.0, 442.0, 18.0], A5gj2rRsmd, 5762568]
[paragraph, [529.0, 1179.0, 442.0, 18.0], A5gj2rRsmd, 5762568]
[paragraph, [529.0, 1197.0, 442.0, 18.0], A5gj2rRsmd, 5762568]
[paragraph, [529.0, 1215.0, 442.0, 18.0], A5gj2rRsmd, 5762568]
[paragraph, [529.0, 1233.0, 442.0, 18.0], A5gj2rRsmd, 5762568]
[paragraph, [529.0, 1251.0, 442.0, 18.0], A5gj2rRsmd, 5762568]
[paragraph, [529.0, 1269.0, 442.0, 18.0], A5gj2rRsmd, 5762568]
[paragraph, [529.0, 1287.0, 442.0, 18.0], A5gj2rRsmd, 5762568]
[paragraph, [529.0, 1305.0, 442.0, 18.0], A5gj2rRsmd, 5762568]
