[1625, 1211]
[section-title, [71.0, 84.0, 1045.0, 49.5], shoonya_1sNKDMGJEGD4EY, 5742605]
[paragraph, [431.0, 465.0, 339.0, 36.0], LTmWsQFbkO, 5742605]
[paragraph, [431.0, 501.0, 339.0, 36.0], LTmWsQFbkO, 5742605]
[paragraph, [794.0, 254.0, 337.0, 36.0], 6WUAoqSZr-, 5742605]
[paragraph, [794.0, 290.0, 337.0, 36.0], 6WUAoqSZr-, 5742605]
[paragraph, [794.0, 326.0, 337.0, 36.0], 6WUAoqSZr-, 5742605]
[paragraph, [791.0, 381.0, 342.0, 36.0], j3DizqET2i, 5742605]
[paragraph, [791.0, 417.0, 342.0, 36.0], j3DizqET2i, 5742605]
[paragraph, [791.0, 453.0, 342.0, 36.0], j3DizqET2i, 5742605]
[paragraph, [791.0, 489.0, 342.0, 36.0], j3DizqET2i, 5742605]
[paragraph, [791.0, 525.0, 342.0, 36.0], j3DizqET2i, 5742605]
[paragraph, [791.0, 561.0, 342.0, 36.0], j3DizqET2i, 5742605]
[paragraph, [791.0, 597.0, 342.0, 36.0], j3DizqET2i, 5742605]
[paragraph, [791.0, 633.0, 342.0, 36.0], j3DizqET2i, 5742605]
[paragraph, [791.0, 669.0, 342.0, 36.0], j3DizqET2i, 5742605]
[paragraph, [791.0, 705.0, 342.0, 36.0], j3DizqET2i, 5742605]
[paragraph, [791.0, 741.0, 342.0, 36.0], j3DizqET2i, 5742605]
[paragraph, [434.0, 614.0, 336.0, 36.0], zoF7FKWY5y, 5742605]
[paragraph, [434.0, 650.0, 336.0, 36.0], zoF7FKWY5y, 5742605]
[paragraph, [434.0, 686.0, 336.0, 36.0], zoF7FKWY5y, 5742605]
[paragraph, [434.0, 722.0, 336.0, 36.0], zoF7FKWY5y, 5742605]
[paragraph, [434.0, 758.0, 336.0, 36.0], zoF7FKWY5y, 5742605]
[section-title, [143.0, 835.0, 933.0, 49.5], 2Uv2OcpkZU, 5742605]
[paragraph, [443.0, 910.0, 326.0, 36.0], qzhfYafFBP, 5742605]
[paragraph, [443.0, 946.0, 326.0, 36.0], qzhfYafFBP, 5742605]
[paragraph, [81.0, 911.0, 339.0, 36.0], F25Mw3RFuk, 5742605]
[paragraph, [81.0, 947.0, 339.0, 36.0], F25Mw3RFuk, 5742605]
[paragraph, [81.0, 983.0, 339.0, 36.0], F25Mw3RFuk, 5742605]
[paragraph, [797.0, 913.0, 334.0, 36.0], ONWWg6cKED, 5742605]
[paragraph, [799.0, 975.0, 342.0, 36.0], u52CLsDlmv, 5742605]
[paragraph, [799.0, 1011.0, 342.0, 36.0], u52CLsDlmv, 5742605]
[paragraph, [799.0, 1047.0, 342.0, 36.0], u52CLsDlmv, 5742605]
[paragraph, [799.0, 1083.0, 342.0, 36.0], u52CLsDlmv, 5742605]
[paragraph, [799.0, 1119.0, 342.0, 36.0], u52CLsDlmv, 5742605]
[paragraph, [799.0, 1155.0, 342.0, 36.0], u52CLsDlmv, 5742605]
[paragraph, [438.0, 1019.0, 342.0, 36.0], nLd-DveP_Y, 5742605]
[paragraph, [438.0, 1055.0, 342.0, 36.0], nLd-DveP_Y, 5742605]
[paragraph, [438.0, 1091.0, 342.0, 36.0], nLd-DveP_Y, 5742605]
[paragraph, [438.0, 1127.0, 342.0, 36.0], nLd-DveP_Y, 5742605]
[paragraph, [438.0, 1163.0, 342.0, 36.0], nLd-DveP_Y, 5742605]
[paragraph, [438.0, 1199.0, 342.0, 36.0], nLd-DveP_Y, 5742605]
[paragraph, [438.0, 1235.0, 342.0, 36.0], nLd-DveP_Y, 5742605]
[paragraph, [438.0, 1271.0, 342.0, 36.0], nLd-DveP_Y, 5742605]
[paragraph, [438.0, 1307.0, 342.0, 36.0], nLd-DveP_Y, 5742605]
[paragraph, [83.0, 1038.0, 336.0, 36.0], eeXEpvdKLv, 5742605]
[paragraph, [83.0, 1074.0, 336.0, 36.0], eeXEpvdKLv, 5742605]
[paragraph, [83.0, 1110.0, 336.0, 36.0], eeXEpvdKLv, 5742605]
[paragraph, [83.0, 1146.0, 336.0, 36.0], eeXEpvdKLv, 5742605]
[paragraph, [83.0, 1182.0, 336.0, 36.0], eeXEpvdKLv, 5742605]
[paragraph, [83.0, 1218.0, 336.0, 36.0], eeXEpvdKLv, 5742605]
[paragraph, [83.0, 1254.0, 336.0, 36.0], eeXEpvdKLv, 5742605]
[paragraph, [83.0, 1290.0, 336.0, 36.0], eeXEpvdKLv, 5742605]
[paragraph, [83.0, 1326.0, 336.0, 36.0], eeXEpvdKLv, 5742605]
[paragraph, [83.0, 1362.0, 336.0, 36.0], eeXEpvdKLv, 5742605]
[paragraph, [83.0, 1398.0, 336.0, 36.0], eeXEpvdKLv, 5742605]
[paragraph, [83.0, 1434.0, 336.0, 36.0], eeXEpvdKLv, 5742605]
[paragraph, [802.0, 1253.0, 336.0, 36.0], xkON8Jw8Iu, 5742605]
[paragraph, [802.0, 1289.0, 336.0, 36.0], xkON8Jw8Iu, 5742605]
[paragraph, [802.0, 1325.0, 336.0, 36.0], xkON8Jw8Iu, 5742605]
[paragraph, [802.0, 1361.0, 336.0, 36.0], xkON8Jw8Iu, 5742605]
[paragraph, [802.0, 1397.0, 336.0, 36.0], xkON8Jw8Iu, 5742605]
[paragraph, [802.0, 1433.0, 336.0, 36.0], xkON8Jw8Iu, 5742605]
[paragraph, [443.0, 1376.0, 343.0, 36.0], YeOHOLYqnU, 5742605]
[paragraph, [443.0, 1412.0, 343.0, 36.0], YeOHOLYqnU, 5742605]
[paragraph, [443.0, 1448.0, 343.0, 36.0], YeOHOLYqnU, 5742605]
[folio, [560.0, 1512.0, 105.0, 36.0], iL4XaTtYrf, 5742605]
