[2901, 1956]
[ordered-list, [229.0, 125.0, 1548.0, 46.5], shoonya_18sB0KXVUIQDJY, 5698196]
[ordered-list, [230.0, 1970.5, 1262.0, 46.5], shoonya_5sKLL4A1S9589C, 5698196]
[ordered-list, [230.0, 2017.0, 1262.0, 46.5], shoonya_5sKLL4A1S9589C, 5698196]
[ordered-list, [230.0, 2063.5, 1262.0, 46.5], shoonya_5sKLL4A1S9589C, 5698196]
[ordered-list, [230.0, 2110.0, 1262.0, 46.5], shoonya_5sKLL4A1S9589C, 5698196]
[ordered-list, [230.0, 2156.5, 1262.0, 46.5], shoonya_5sKLL4A1S9589C, 5698196]
[ordered-list, [230.0, 2203.0, 1262.0, 46.5], shoonya_5sKLL4A1S9589C, 5698196]
[ordered-list, [230.0, 2249.5, 1262.0, 46.5], shoonya_5sKLL4A1S9589C, 5698196]
[ordered-list, [230.0, 2296.0, 1262.0, 46.5], shoonya_5sKLL4A1S9589C, 5698196]
[ordered-list, [230.0, 2342.5, 1262.0, 46.5], shoonya_5sKLL4A1S9589C, 5698196]
[ordered-list, [230.0, 2389.0, 1262.0, 46.5], shoonya_5sKLL4A1S9589C, 5698196]
[ordered-list, [230.0, 2435.5, 1262.0, 46.5], shoonya_5sKLL4A1S9589C, 5698196]
[ordered-list, [230.0, 2482.0, 1262.0, 46.5], shoonya_5sKLL4A1S9589C, 5698196]
[ordered-list, [230.0, 2528.5, 1262.0, 46.5], shoonya_5sKLL4A1S9589C, 5698196]
[ordered-list, [230.0, 2575.0, 1262.0, 46.5], shoonya_5sKLL4A1S9589C, 5698196]
[sub-ordered-list, [329.0, 1767.0, 444.0, 46.5], shoonya_17sRA742Q4CN8C, 5698196]
[sub-ordered-list, [329.0, 1813.5, 444.0, 46.5], shoonya_17sRA742Q4CN8C, 5698196]
[sub-ordered-list, [329.0, 1860.0, 444.0, 46.5], shoonya_17sRA742Q4CN8C, 5698196]
[sub-ordered-list, [327.0, 1996.0, 826.0, 46.5], shoonya_20sSWR1CGLV9E6, 5698196]
[sub-ordered-list, [327.0, 2042.5, 826.0, 46.5], shoonya_20sSWR1CGLV9E6, 5698196]
[sub-ordered-list, [327.0, 2089.0, 826.0, 46.5], shoonya_20sSWR1CGLV9E6, 5698196]
[sub-ordered-list, [322.0, 2221.0, 1154.0, 46.5], shoonya_30s47JDRV61Y9Z, 5698196]
[sub-ordered-list, [322.0, 2267.5, 1154.0, 46.5], shoonya_30s47JDRV61Y9Z, 5698196]
[sub-ordered-list, [322.0, 2314.0, 1154.0, 46.5], shoonya_30s47JDRV61Y9Z, 5698196]
[sub-ordered-list, [327.0, 2455.0, 769.0, 46.5], shoonya_4sA02HT5CL7JR8, 5698196]
[sub-ordered-list, [327.0, 2501.5, 769.0, 46.5], shoonya_4sA02HT5CL7JR8, 5698196]
[sub-ordered-list, [327.0, 2548.0, 769.0, 46.5], shoonya_4sA02HT5CL7JR8, 5698196]
[folio, [161.0, 2731.0, 325.0, 46.5], shoonya_16sI4MOPZKZOBD, 5698196]
