[1394, 1376]
[headline, [86.0, 459.0, 672.0, 25.5], shoonya_4sI4RJ0XI01QQ0, 5725637]
[paragraph, [511.0, 983.0, 405.0, 18.0], shoonya_5sBGJ0YE1CIU03, 5725637]
[paragraph, [511.0, 1001.0, 405.0, 18.0], shoonya_5sBGJ0YE1CIU03, 5725637]
[paragraph, [511.0, 1019.0, 405.0, 18.0], shoonya_5sBGJ0YE1CIU03, 5725637]
[paragraph, [511.0, 1037.0, 405.0, 18.0], shoonya_5sBGJ0YE1CIU03, 5725637]
[paragraph, [511.0, 1055.0, 405.0, 18.0], shoonya_5sBGJ0YE1CIU03, 5725637]
[paragraph, [511.0, 1073.0, 405.0, 18.0], shoonya_5sBGJ0YE1CIU03, 5725637]
[paragraph, [511.0, 1091.0, 405.0, 18.0], shoonya_5sBGJ0YE1CIU03, 5725637]
[paragraph, [511.0, 1109.0, 405.0, 18.0], shoonya_5sBGJ0YE1CIU03, 5725637]
[paragraph, [511.0, 1127.0, 405.0, 18.0], shoonya_5sBGJ0YE1CIU03, 5725637]
[paragraph, [511.0, 1145.0, 405.0, 18.0], shoonya_5sBGJ0YE1CIU03, 5725637]
[paragraph, [511.0, 1163.0, 405.0, 18.0], shoonya_5sBGJ0YE1CIU03, 5725637]
[paragraph, [511.0, 1181.0, 405.0, 18.0], shoonya_5sBGJ0YE1CIU03, 5725637]
[paragraph, [83.0, 1030.0, 402.0, 18.0], shoonya_11sSTB98UZKGZA, 5725637]
[paragraph, [83.0, 1048.0, 402.0, 18.0], shoonya_11sSTB98UZKGZA, 5725637]
[paragraph, [83.0, 1066.0, 402.0, 18.0], shoonya_11sSTB98UZKGZA, 5725637]
[paragraph, [83.0, 1084.0, 402.0, 18.0], shoonya_11sSTB98UZKGZA, 5725637]
[paragraph, [83.0, 1102.0, 402.0, 18.0], shoonya_11sSTB98UZKGZA, 5725637]
[paragraph, [83.0, 1120.0, 402.0, 18.0], shoonya_11sSTB98UZKGZA, 5725637]
[paragraph, [83.0, 1138.0, 402.0, 18.0], shoonya_11sSTB98UZKGZA, 5725637]
[paragraph, [83.0, 1156.0, 402.0, 18.0], shoonya_11sSTB98UZKGZA, 5725637]
[paragraph, [83.0, 1174.0, 402.0, 18.0], shoonya_11sSTB98UZKGZA, 5725637]
[paragraph, [80.0, 1211.0, 414.0, 18.0], pyiZVmstCm, 5725637]
[paragraph, [80.0, 1229.0, 414.0, 18.0], pyiZVmstCm, 5725637]
[paragraph, [80.0, 1247.0, 414.0, 18.0], pyiZVmstCm, 5725637]
[paragraph, [80.0, 1265.0, 414.0, 18.0], pyiZVmstCm, 5725637]
[paragraph, [509.0, 1220.0, 412.0, 18.0], kxCC-zN54I, 5725637]
[paragraph, [509.0, 1238.0, 412.0, 18.0], kxCC-zN54I, 5725637]
[paragraph, [509.0, 1256.0, 412.0, 18.0], kxCC-zN54I, 5725637]
