[1565, 1152]
[paragraph, [743.0, 115.0, 283.0, 36.0], shoonya_5s2RJAYLF3PBA3, 5712723]
[paragraph, [114.0, 554.0, 261.0, 36.0], shoonya_6s9GMWWWLTHKTN, 5712723]
[paragraph, [114.0, 590.0, 261.0, 36.0], shoonya_6s9GMWWWLTHKTN, 5712723]
[paragraph, [112.0, 642.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[paragraph, [112.0, 678.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[paragraph, [112.0, 714.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[paragraph, [112.0, 750.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[paragraph, [112.0, 786.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[paragraph, [112.0, 822.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[paragraph, [112.0, 858.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[paragraph, [112.0, 894.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[paragraph, [112.0, 930.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[paragraph, [112.0, 966.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[paragraph, [112.0, 1002.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[paragraph, [112.0, 1038.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[paragraph, [112.0, 1074.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[paragraph, [112.0, 1110.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[paragraph, [112.0, 1146.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[paragraph, [112.0, 1182.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[paragraph, [112.0, 1218.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[paragraph, [112.0, 1254.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[paragraph, [112.0, 1290.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[paragraph, [112.0, 1326.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[paragraph, [112.0, 1362.0, 296.0, 36.0], shoonya_1sWH2HS9APBVLQ, 5712723]
[folio, [735.0, 1309.0, 280.0, 36.0], flO60g97Mk, 5712723]
[folio, [735.0, 1345.0, 280.0, 36.0], flO60g97Mk, 5712723]
[folio, [735.0, 1381.0, 280.0, 36.0], flO60g97Mk, 5712723]
[paragraph, [432.0, 1365.0, 264.0, 36.0], shoonya_3sSFJ4ACIJ7MPC, 5712723]
[folio, [902.0, 1448.0, 136.0, 36.0], vWbm3SsfIi, 5712723]
[folio, [156.0, 1451.0, 114.0, 36.0], TsuDDrpJWH, 5712723]
