[1625, 1211]
[headline, [87.0, 148.0, 1028.0, 37.5], gkGypWkoEI, 5742419]
[paragraph, [420.0, 1231.0, 349.0, 36.0], zbggnEav_V, 5742419]
[paragraph, [420.0, 1267.0, 349.0, 36.0], zbggnEav_V, 5742419]
[paragraph, [420.0, 1303.0, 349.0, 36.0], zbggnEav_V, 5742419]
[paragraph, [420.0, 1339.0, 349.0, 36.0], zbggnEav_V, 5742419]
[paragraph, [420.0, 1375.0, 349.0, 36.0], zbggnEav_V, 5742419]
[paragraph, [420.0, 1411.0, 349.0, 36.0], zbggnEav_V, 5742419]
[paragraph, [786.0, 1225.0, 339.0, 36.0], shoonya_0s3Z45ITVHB58I, 5742419]
[paragraph, [786.0, 1261.0, 339.0, 36.0], shoonya_0s3Z45ITVHB58I, 5742419]
[paragraph, [786.0, 1297.0, 339.0, 36.0], shoonya_0s3Z45ITVHB58I, 5742419]
[paragraph, [786.0, 1333.0, 339.0, 36.0], shoonya_0s3Z45ITVHB58I, 5742419]
[paragraph, [786.0, 1369.0, 339.0, 36.0], shoonya_0s3Z45ITVHB58I, 5742419]
[paragraph, [786.0, 1405.0, 339.0, 36.0], shoonya_0s3Z45ITVHB58I, 5742419]
[paragraph, [69.0, 1239.0, 340.0, 36.0], KoMz4rBILi, 5742419]
[paragraph, [69.0, 1275.0, 340.0, 36.0], KoMz4rBILi, 5742419]
[paragraph, [69.0, 1311.0, 340.0, 36.0], KoMz4rBILi, 5742419]
[paragraph, [69.0, 1347.0, 340.0, 36.0], KoMz4rBILi, 5742419]
[paragraph, [69.0, 1383.0, 340.0, 36.0], KoMz4rBILi, 5742419]
[paragraph, [69.0, 1419.0, 340.0, 36.0], KoMz4rBILi, 5742419]
[folio, [530.0, 1479.0, 137.0, 36.0], hG6mBSTpy0, 5742419]
[footnote, [734.0, 1573.0, 399.0, 36.0], RL50LzdeXe, 5742419]
