[2339, 1656]
[paragraph, [148.0, 81.0, 705.0, 36.0], shoonya_6sXW3TA8CI0WM5, 5749510]
[paragraph, [151.0, 607.0, 702.0, 36.0], shoonya_4sRA006RC83SP8, 5749510]
[paragraph, [151.0, 643.0, 702.0, 36.0], shoonya_4sRA006RC83SP8, 5749510]
[paragraph, [151.0, 679.0, 702.0, 36.0], shoonya_4sRA006RC83SP8, 5749510]
[paragraph, [151.0, 715.0, 702.0, 36.0], shoonya_4sRA006RC83SP8, 5749510]
[paragraph, [151.0, 751.0, 702.0, 36.0], shoonya_4sRA006RC83SP8, 5749510]
[paragraph, [151.0, 787.0, 702.0, 36.0], shoonya_4sRA006RC83SP8, 5749510]
[paragraph, [151.0, 823.0, 702.0, 36.0], shoonya_4sRA006RC83SP8, 5749510]
[paragraph, [151.0, 859.0, 702.0, 36.0], shoonya_4sRA006RC83SP8, 5749510]
[paragraph, [151.0, 895.0, 702.0, 36.0], shoonya_4sRA006RC83SP8, 5749510]
[paragraph, [881.0, 785.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 821.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 857.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 893.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 929.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 965.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 1001.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 1037.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 1073.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 1109.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 1145.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 1181.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 1217.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 1253.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 1289.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 1325.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 1361.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 1397.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 1433.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 1469.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 1505.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 1541.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [881.0, 1577.0, 703.0, 36.0], shoonya_0sME6FMMIAJ7GW, 5749510]
[paragraph, [148.0, 944.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 980.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1016.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1052.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1088.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1124.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1160.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1196.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1232.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1268.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1304.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1340.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1376.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1412.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1448.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1484.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1520.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1556.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1592.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1628.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1664.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1700.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1736.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1772.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [148.0, 1808.0, 705.0, 36.0], shoonya_3sFCLTDP4MMCRC, 5749510]
[paragraph, [881.0, 1639.0, 701.0, 36.0], shoonya_2sN0N9DQVLZLHV, 5749510]
[paragraph, [881.0, 1675.0, 701.0, 36.0], shoonya_2sN0N9DQVLZLHV, 5749510]
[paragraph, [881.0, 1711.0, 701.0, 36.0], shoonya_2sN0N9DQVLZLHV, 5749510]
[paragraph, [881.0, 1747.0, 701.0, 36.0], shoonya_2sN0N9DQVLZLHV, 5749510]
[paragraph, [881.0, 1783.0, 701.0, 36.0], shoonya_2sN0N9DQVLZLHV, 5749510]
[paragraph, [881.0, 1819.0, 701.0, 36.0], shoonya_2sN0N9DQVLZLHV, 5749510]
[paragraph, [881.0, 1855.0, 701.0, 36.0], shoonya_2sN0N9DQVLZLHV, 5749510]
[paragraph, [881.0, 1891.0, 701.0, 36.0], shoonya_2sN0N9DQVLZLHV, 5749510]
[paragraph, [881.0, 1927.0, 701.0, 36.0], shoonya_2sN0N9DQVLZLHV, 5749510]
[paragraph, [881.0, 1963.0, 701.0, 36.0], shoonya_2sN0N9DQVLZLHV, 5749510]
[paragraph, [881.0, 1999.0, 701.0, 36.0], shoonya_2sN0N9DQVLZLHV, 5749510]
[paragraph, [145.0, 1903.0, 705.0, 36.0], e6QdsfaAFW, 5749510]
[paragraph, [145.0, 1939.0, 705.0, 36.0], e6QdsfaAFW, 5749510]
[reference, [713.0, 2006.0, 128.0, 36.0], ZRhMv5sIHj, 5749510]
[paragraph, [163.0, 2013.0, 305.0, 36.0], O70Wf46qXA, 5749510]
