[872, 605]
[section-title, [266.0, 32.0, 86.0, 30.0], shoonya_0s9PT5VW002ZD4, 6457075]
[paragraph, [32.0, 617.0, 268.0, 18.0], 3XSJSXmbos, 6457075]
[paragraph, [32.0, 635.0, 268.0, 18.0], 3XSJSXmbos, 6457075]
[paragraph, [32.0, 653.0, 268.0, 18.0], 3XSJSXmbos, 6457075]
[paragraph, [32.0, 671.0, 268.0, 18.0], 3XSJSXmbos, 6457075]
[paragraph, [32.0, 689.0, 268.0, 18.0], 3XSJSXmbos, 6457075]
[paragraph, [32.0, 707.0, 268.0, 18.0], 3XSJSXmbos, 6457075]
[paragraph, [32.0, 725.0, 268.0, 18.0], 3XSJSXmbos, 6457075]
[paragraph, [304.0, 512.0, 256.0, 18.0], 0BQav_rMFZ, 6457075]
[paragraph, [304.0, 530.0, 256.0, 18.0], 0BQav_rMFZ, 6457075]
[paragraph, [304.0, 548.0, 256.0, 18.0], xWFYwdyIHB, 6457075]
[paragraph, [304.0, 566.0, 256.0, 18.0], xWFYwdyIHB, 6457075]
[paragraph, [303.0, 587.0, 261.0, 18.0], 9xhBBz6878, 6457075]
[paragraph, [303.0, 638.0, 263.0, 18.0], tPCyHbVp8n, 6457075]
[paragraph, [303.0, 656.0, 263.0, 18.0], tPCyHbVp8n, 6457075]
[paragraph, [303.0, 674.0, 263.0, 18.0], tPCyHbVp8n, 6457075]
[paragraph, [303.0, 692.0, 263.0, 18.0], tPCyHbVp8n, 6457075]
[paragraph, [303.0, 710.0, 263.0, 18.0], tPCyHbVp8n, 6457075]
[reference, [304.0, 741.0, 257.0, 18.0], gIcz5ElyPE, 6457075]
[reference, [304.0, 759.0, 257.0, 18.0], gIcz5ElyPE, 6457075]
[reference, [304.0, 777.0, 257.0, 18.0], gIcz5ElyPE, 6457075]
[reference, [304.0, 795.0, 257.0, 18.0], gIcz5ElyPE, 6457075]
[reference, [37.0, 757.0, 258.0, 18.0], tbPNfTaQ2H, 6457075]
[reference, [37.0, 775.0, 258.0, 18.0], tbPNfTaQ2H, 6457075]
[reference, [37.0, 793.0, 258.0, 18.0], tbPNfTaQ2H, 6457075]
[reference, [37.0, 811.0, 258.0, 18.0], tbPNfTaQ2H, 6457075]
