[864, 612]
[paragraph, [80.0, 70.0, 467.0, 18.0], cXt1UZ02gG, 5717670]
[ordered-list, [52.0, 739.0, 505.0, 18.0], eKFwjbNZut, 5717670]
[ordered-list, [52.0, 757.0, 505.0, 18.0], eKFwjbNZut, 5717670]
[sub-ordered-list, [57.0, 253.0, 487.0, 18.0], AHICrU5RjI, 5717670]
[sub-ordered-list, [57.0, 271.0, 487.0, 18.0], AHICrU5RjI, 5717670]
[sub-ordered-list, [57.0, 289.0, 487.0, 18.0], AHICrU5RjI, 5717670]
[sub-ordered-list, [60.0, 337.0, 487.0, 18.0], 2IdY37ZNn6, 5717670]
[sub-ordered-list, [60.0, 355.0, 487.0, 18.0], 2IdY37ZNn6, 5717670]
[sub-ordered-list, [60.0, 373.0, 487.0, 18.0], 2IdY37ZNn6, 5717670]
[sub-ordered-list, [60.0, 391.0, 487.0, 18.0], 2IdY37ZNn6, 5717670]
[sub-ordered-list, [60.0, 409.0, 487.0, 18.0], 2IdY37ZNn6, 5717670]
[sub-ordered-list, [60.0, 427.0, 487.0, 18.0], 2IdY37ZNn6, 5717670]
[sub-ordered-list, [60.0, 445.0, 487.0, 18.0], 2IdY37ZNn6, 5717670]
[sub-ordered-list, [60.0, 463.0, 487.0, 18.0], 2IdY37ZNn6, 5717670]
[sub-ordered-list, [60.0, 481.0, 487.0, 18.0], 2IdY37ZNn6, 5717670]
[subsub-ordered-list, [63.0, 380.0, 484.0, 18.0], Us-c3XQmLt, 5717670]
[subsub-ordered-list, [63.0, 398.0, 484.0, 18.0], Us-c3XQmLt, 5717670]
[subsub-ordered-list, [63.0, 416.0, 484.0, 18.0], Us-c3XQmLt, 5717670]
[subsub-ordered-list, [63.0, 434.0, 484.0, 18.0], Us-c3XQmLt, 5717670]
[subsub-ordered-list, [63.0, 452.0, 484.0, 18.0], Us-c3XQmLt, 5717670]
[subsub-ordered-list, [63.0, 470.0, 484.0, 18.0], Us-c3XQmLt, 5717670]
[sub-ordered-list, [62.0, 534.0, 490.0, 18.0], JtrIykcea7, 5717670]
[sub-ordered-list, [62.0, 552.0, 490.0, 18.0], JtrIykcea7, 5717670]
[sub-ordered-list, [62.0, 570.0, 490.0, 18.0], JtrIykcea7, 5717670]
[sub-ordered-list, [62.0, 588.0, 490.0, 18.0], JtrIykcea7, 5717670]
[sub-ordered-list, [62.0, 606.0, 490.0, 18.0], JtrIykcea7, 5717670]
[sub-ordered-list, [58.0, 652.0, 492.0, 18.0], M2QnHWpvny, 5717670]
[sub-ordered-list, [58.0, 670.0, 492.0, 18.0], M2QnHWpvny, 5717670]
[sub-ordered-list, [58.0, 688.0, 492.0, 18.0], M2QnHWpvny, 5717670]
[sub-ordered-list, [58.0, 706.0, 492.0, 18.0], M2QnHWpvny, 5717670]
[sub-ordered-list, [58.0, 724.0, 492.0, 18.0], M2QnHWpvny, 5717670]
[sub-ordered-list, [58.0, 742.0, 492.0, 18.0], M2QnHWpvny, 5717670]
[sub-ordered-list, [58.0, 760.0, 492.0, 18.0], M2QnHWpvny, 5717670]
