[2640, 1760]
[paragraph, [0.0, 142.0, 528.0, 46.5], shoonya_7sMGWEFHTJHT7L, 5694059]
[paragraph, [1.0, 2191.0, 509.0, 46.5], shoonya_6sZ6DZ586EGLBG, 5694059]
[paragraph, [1.0, 2237.5, 509.0, 46.5], shoonya_6sZ6DZ586EGLBG, 5694059]
[paragraph, [1.0, 2284.0, 509.0, 46.5], shoonya_6sZ6DZ586EGLBG, 5694059]
[paragraph, [1.0, 2330.5, 509.0, 46.5], shoonya_6sZ6DZ586EGLBG, 5694059]
[paragraph, [1.0, 2377.0, 509.0, 46.5], shoonya_6sZ6DZ586EGLBG, 5694059]
[paragraph, [1.0, 2423.5, 509.0, 46.5], shoonya_6sZ6DZ586EGLBG, 5694059]
[paragraph, [1084.0, 1870.0, 529.0, 46.5], shoonya_1s0MWJ8139FSEX, 5694059]
[paragraph, [1084.0, 1916.5, 529.0, 46.5], shoonya_1s0MWJ8139FSEX, 5694059]
[paragraph, [1084.0, 1963.0, 529.0, 46.5], shoonya_1s0MWJ8139FSEX, 5694059]
[paragraph, [1084.0, 2009.5, 529.0, 46.5], shoonya_1s0MWJ8139FSEX, 5694059]
[paragraph, [1084.0, 2056.0, 529.0, 46.5], shoonya_1s0MWJ8139FSEX, 5694059]
[paragraph, [1084.0, 2102.5, 529.0, 46.5], shoonya_1s0MWJ8139FSEX, 5694059]
[paragraph, [1084.0, 2149.0, 529.0, 46.5], shoonya_1s0MWJ8139FSEX, 5694059]
[paragraph, [1084.0, 2195.5, 529.0, 46.5], shoonya_1s0MWJ8139FSEX, 5694059]
[paragraph, [1084.0, 2242.0, 529.0, 46.5], shoonya_1s0MWJ8139FSEX, 5694059]
[paragraph, [1084.0, 2288.5, 529.0, 46.5], shoonya_1s0MWJ8139FSEX, 5694059]
[paragraph, [1084.0, 2335.0, 529.0, 46.5], shoonya_1s0MWJ8139FSEX, 5694059]
[paragraph, [1084.0, 2381.5, 529.0, 46.5], shoonya_1s0MWJ8139FSEX, 5694059]
[paragraph, [1084.0, 2428.0, 529.0, 46.5], shoonya_1s0MWJ8139FSEX, 5694059]
[paragraph, [554.0, 1872.0, 496.0, 46.5], shoonya_8sCOFUTPY6ZRMK, 5694059]
[paragraph, [554.0, 1918.5, 496.0, 46.5], shoonya_8sCOFUTPY6ZRMK, 5694059]
[paragraph, [554.0, 1965.0, 496.0, 46.5], shoonya_8sCOFUTPY6ZRMK, 5694059]
[paragraph, [552.0, 2058.0, 504.0, 46.5], shoonya_5s1XE1WQ1JIXMM, 5694059]
[paragraph, [552.0, 2104.5, 504.0, 46.5], shoonya_5s1XE1WQ1JIXMM, 5694059]
[paragraph, [552.0, 2151.0, 504.0, 46.5], shoonya_5s1XE1WQ1JIXMM, 5694059]
[paragraph, [552.0, 2201.0, 518.0, 46.5], shoonya_19sY9JEX2EZXOW, 5694059]
[paragraph, [552.0, 2247.5, 518.0, 46.5], shoonya_19sY9JEX2EZXOW, 5694059]
[paragraph, [552.0, 2294.0, 518.0, 46.5], shoonya_19sY9JEX2EZXOW, 5694059]
[paragraph, [552.0, 2340.5, 518.0, 46.5], shoonya_19sY9JEX2EZXOW, 5694059]
[paragraph, [552.0, 2387.0, 518.0, 46.5], shoonya_19sY9JEX2EZXOW, 5694059]
[paragraph, [552.0, 2433.5, 518.0, 46.5], shoonya_19sY9JEX2EZXOW, 5694059]
[folio, [1360.0, 2517.0, 399.0, 46.5], shoonya_16sZSQ64LZIGRS, 5694059]
