[1320, 1176]
[folio, [923.0, 54.0, 173.0, 18.0], shoonya_2s1ENC68ZW6VG9, 5694594]
[paragraph, [763.0, 182.0, 320.0, 18.0], shoonya_3s2BCR3YTYOPPL, 5694594]
[paragraph, [763.0, 200.0, 320.0, 18.0], shoonya_3s2BCR3YTYOPPL, 5694594]
[paragraph, [763.0, 238.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 256.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 274.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 292.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 310.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 328.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 346.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 364.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 382.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 400.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 418.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 436.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 454.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 472.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 490.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 508.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 526.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 544.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 562.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 580.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 598.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 616.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 634.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [763.0, 652.0, 323.0, 18.0], shoonya_0sQ4PFJLBQT4R7, 5694594]
[paragraph, [431.0, 352.0, 326.0, 18.0], bXDmKwa9MK, 5694594]
[paragraph, [431.0, 370.0, 326.0, 18.0], bXDmKwa9MK, 5694594]
[paragraph, [431.0, 388.0, 326.0, 18.0], bXDmKwa9MK, 5694594]
[paragraph, [429.0, 418.0, 334.0, 18.0], aWDDkWpHqK, 5694594]
[paragraph, [429.0, 436.0, 334.0, 18.0], aWDDkWpHqK, 5694594]
[paragraph, [419.0, 471.0, 341.0, 18.0], H_RjTbXO-H, 5694594]
[paragraph, [419.0, 489.0, 341.0, 18.0], H_RjTbXO-H, 5694594]
[paragraph, [419.0, 507.0, 341.0, 18.0], H_RjTbXO-H, 5694594]
[paragraph, [419.0, 525.0, 341.0, 18.0], H_RjTbXO-H, 5694594]
[paragraph, [419.0, 543.0, 341.0, 18.0], H_RjTbXO-H, 5694594]
[paragraph, [419.0, 561.0, 341.0, 18.0], H_RjTbXO-H, 5694594]
[quote, [130.0, 487.0, 220.0, 18.0], 5TKo2mfBLh, 5694594]
[quote, [130.0, 505.0, 220.0, 18.0], 5TKo2mfBLh, 5694594]
[quote, [130.0, 523.0, 220.0, 18.0], 5TKo2mfBLh, 5694594]
[quote, [130.0, 541.0, 220.0, 18.0], 5TKo2mfBLh, 5694594]
[paragraph, [64.0, 571.0, 354.0, 18.0], 1hu_XJPDkT, 5694594]
[paragraph, [64.0, 589.0, 354.0, 18.0], 1hu_XJPDkT, 5694594]
[paragraph, [64.0, 607.0, 354.0, 18.0], 1hu_XJPDkT, 5694594]
[paragraph, [64.0, 625.0, 354.0, 18.0], 1hu_XJPDkT, 5694594]
[paragraph, [64.0, 643.0, 354.0, 18.0], 1hu_XJPDkT, 5694594]
[paragraph, [64.0, 661.0, 354.0, 18.0], 1hu_XJPDkT, 5694594]
[paragraph, [64.0, 679.0, 354.0, 18.0], 1hu_XJPDkT, 5694594]
[paragraph, [64.0, 697.0, 354.0, 18.0], 1hu_XJPDkT, 5694594]
[section-title, [463.0, 593.0, 170.0, 30.0], 0u1ZrwkQIA, 5694594]
[paragraph, [429.0, 599.0, 317.0, 18.0], Xzo7zd_M6h, 5694594]
[paragraph, [429.0, 617.0, 317.0, 18.0], Xzo7zd_M6h, 5694594]
[paragraph, [429.0, 635.0, 317.0, 18.0], Xzo7zd_M6h, 5694594]
[paragraph, [429.0, 653.0, 317.0, 18.0], Xzo7zd_M6h, 5694594]
[paragraph, [429.0, 671.0, 317.0, 18.0], Xzo7zd_M6h, 5694594]
[paragraph, [429.0, 689.0, 317.0, 18.0], Xzo7zd_M6h, 5694594]
