[1320, 1176]
[folio, [78.0, 53.0, 189.0, 18.0], MJc8qt0rq_, 5694236]
[paragraph, [421.0, 526.0, 337.0, 18.0], shoonya_2sZPVWKG8SZCF3, 5694236]
[paragraph, [421.0, 544.0, 337.0, 18.0], shoonya_2sZPVWKG8SZCF3, 5694236]
[paragraph, [421.0, 562.0, 337.0, 18.0], shoonya_2sZPVWKG8SZCF3, 5694236]
[paragraph, [421.0, 580.0, 337.0, 18.0], shoonya_2sZPVWKG8SZCF3, 5694236]
[paragraph, [421.0, 598.0, 337.0, 18.0], shoonya_2sZPVWKG8SZCF3, 5694236]
[paragraph, [421.0, 616.0, 337.0, 18.0], shoonya_2sZPVWKG8SZCF3, 5694236]
[paragraph, [421.0, 634.0, 337.0, 18.0], shoonya_2sZPVWKG8SZCF3, 5694236]
[paragraph, [421.0, 652.0, 337.0, 18.0], shoonya_2sZPVWKG8SZCF3, 5694236]
[paragraph, [421.0, 670.0, 337.0, 18.0], shoonya_2sZPVWKG8SZCF3, 5694236]
[paragraph, [421.0, 688.0, 337.0, 18.0], shoonya_2sZPVWKG8SZCF3, 5694236]
[paragraph, [764.0, 387.0, 340.0, 18.0], shoonya_7sDKFVXIYCQ9W4, 5694236]
[paragraph, [764.0, 405.0, 340.0, 18.0], shoonya_7sDKFVXIYCQ9W4, 5694236]
[paragraph, [764.0, 423.0, 340.0, 18.0], shoonya_7sDKFVXIYCQ9W4, 5694236]
[paragraph, [764.0, 441.0, 340.0, 18.0], shoonya_7sDKFVXIYCQ9W4, 5694236]
[paragraph, [764.0, 459.0, 340.0, 18.0], shoonya_7sDKFVXIYCQ9W4, 5694236]
[paragraph, [764.0, 477.0, 340.0, 18.0], shoonya_7sDKFVXIYCQ9W4, 5694236]
[paragraph, [764.0, 495.0, 340.0, 18.0], shoonya_7sDKFVXIYCQ9W4, 5694236]
[paragraph, [764.0, 513.0, 340.0, 18.0], shoonya_7sDKFVXIYCQ9W4, 5694236]
[paragraph, [764.0, 531.0, 340.0, 18.0], shoonya_7sDKFVXIYCQ9W4, 5694236]
[paragraph, [764.0, 549.0, 340.0, 18.0], shoonya_7sDKFVXIYCQ9W4, 5694236]
[paragraph, [764.0, 567.0, 340.0, 18.0], shoonya_7sDKFVXIYCQ9W4, 5694236]
[paragraph, [80.0, 410.0, 332.0, 18.0], 3WzXeS4GBL, 5694236]
[paragraph, [80.0, 428.0, 332.0, 18.0], 3WzXeS4GBL, 5694236]
[paragraph, [80.0, 446.0, 332.0, 18.0], 3WzXeS4GBL, 5694236]
[paragraph, [80.0, 464.0, 332.0, 18.0], 3WzXeS4GBL, 5694236]
[paragraph, [80.0, 482.0, 332.0, 18.0], 3WzXeS4GBL, 5694236]
[paragraph, [80.0, 500.0, 332.0, 18.0], 3WzXeS4GBL, 5694236]
[paragraph, [80.0, 518.0, 332.0, 18.0], 3WzXeS4GBL, 5694236]
[paragraph, [80.0, 536.0, 332.0, 18.0], 3WzXeS4GBL, 5694236]
[paragraph, [80.0, 554.0, 332.0, 18.0], 3WzXeS4GBL, 5694236]
[paragraph, [77.0, 580.0, 333.0, 18.0], shoonya_0s6GGUBLD59YPO, 5694236]
[paragraph, [77.0, 598.0, 333.0, 18.0], shoonya_0s6GGUBLD59YPO, 5694236]
[paragraph, [77.0, 616.0, 333.0, 18.0], shoonya_0s6GGUBLD59YPO, 5694236]
[paragraph, [77.0, 634.0, 333.0, 18.0], shoonya_0s6GGUBLD59YPO, 5694236]
[paragraph, [77.0, 652.0, 333.0, 18.0], shoonya_0s6GGUBLD59YPO, 5694236]
[paragraph, [77.0, 670.0, 333.0, 18.0], shoonya_0s6GGUBLD59YPO, 5694236]
[paragraph, [77.0, 688.0, 333.0, 18.0], shoonya_0s6GGUBLD59YPO, 5694236]
[paragraph, [77.0, 706.0, 333.0, 18.0], shoonya_0s6GGUBLD59YPO, 5694236]
[paragraph, [77.0, 724.0, 333.0, 18.0], shoonya_0s6GGUBLD59YPO, 5694236]
[paragraph, [77.0, 742.0, 333.0, 18.0], shoonya_0s6GGUBLD59YPO, 5694236]
[paragraph, [77.0, 760.0, 333.0, 18.0], shoonya_0s6GGUBLD59YPO, 5694236]
[paragraph, [77.0, 778.0, 333.0, 18.0], shoonya_0s6GGUBLD59YPO, 5694236]
[paragraph, [77.0, 796.0, 333.0, 18.0], shoonya_0s6GGUBLD59YPO, 5694236]
[paragraph, [77.0, 814.0, 333.0, 18.0], shoonya_0s6GGUBLD59YPO, 5694236]
[paragraph, [77.0, 832.0, 333.0, 18.0], shoonya_0s6GGUBLD59YPO, 5694236]
[paragraph, [77.0, 850.0, 333.0, 18.0], shoonya_0s6GGUBLD59YPO, 5694236]
[paragraph, [77.0, 868.0, 333.0, 18.0], shoonya_0s6GGUBLD59YPO, 5694236]
[paragraph, [765.0, 588.0, 336.0, 18.0], 9bz0F3GUlc, 5694236]
[paragraph, [765.0, 606.0, 336.0, 18.0], 9bz0F3GUlc, 5694236]
[paragraph, [765.0, 624.0, 336.0, 18.0], 9bz0F3GUlc, 5694236]
[paragraph, [765.0, 642.0, 336.0, 18.0], 9bz0F3GUlc, 5694236]
[paragraph, [765.0, 660.0, 336.0, 18.0], 9bz0F3GUlc, 5694236]
[paragraph, [765.0, 678.0, 336.0, 18.0], 9bz0F3GUlc, 5694236]
[paragraph, [766.0, 700.0, 333.0, 18.0], rTkeNRRPn-, 5694236]
[paragraph, [766.0, 718.0, 333.0, 18.0], rTkeNRRPn-, 5694236]
[paragraph, [766.0, 736.0, 333.0, 18.0], rTkeNRRPn-, 5694236]
[paragraph, [766.0, 754.0, 333.0, 18.0], rTkeNRRPn-, 5694236]
[paragraph, [766.0, 772.0, 333.0, 18.0], rTkeNRRPn-, 5694236]
[paragraph, [766.0, 790.0, 333.0, 18.0], rTkeNRRPn-, 5694236]
[paragraph, [766.0, 808.0, 333.0, 18.0], rTkeNRRPn-, 5694236]
[paragraph, [766.0, 826.0, 333.0, 18.0], rTkeNRRPn-, 5694236]
[paragraph, [766.0, 844.0, 333.0, 18.0], rTkeNRRPn-, 5694236]
[paragraph, [418.0, 723.0, 342.0, 18.0], Ehe5NZ3ySR, 5694236]
[paragraph, [418.0, 741.0, 342.0, 18.0], Ehe5NZ3ySR, 5694236]
[paragraph, [418.0, 759.0, 342.0, 18.0], Ehe5NZ3ySR, 5694236]
[paragraph, [418.0, 777.0, 342.0, 18.0], Ehe5NZ3ySR, 5694236]
[paragraph, [418.0, 795.0, 342.0, 18.0], Ehe5NZ3ySR, 5694236]
[paragraph, [418.0, 813.0, 342.0, 18.0], Ehe5NZ3ySR, 5694236]
[paragraph, [418.0, 831.0, 342.0, 18.0], Ehe5NZ3ySR, 5694236]
[paragraph, [418.0, 849.0, 342.0, 18.0], Ehe5NZ3ySR, 5694236]
[paragraph, [418.0, 867.0, 342.0, 18.0], Ehe5NZ3ySR, 5694236]
[paragraph, [768.0, 872.0, 332.0, 18.0], shoonya_6s4MEY944HGNL0, 5694236]
[paragraph, [768.0, 890.0, 332.0, 18.0], shoonya_6s4MEY944HGNL0, 5694236]
[paragraph, [768.0, 908.0, 332.0, 18.0], shoonya_6s4MEY944HGNL0, 5694236]
[paragraph, [768.0, 926.0, 332.0, 18.0], shoonya_6s4MEY944HGNL0, 5694236]
[paragraph, [768.0, 944.0, 332.0, 18.0], shoonya_6s4MEY944HGNL0, 5694236]
[paragraph, [768.0, 962.0, 332.0, 18.0], shoonya_6s4MEY944HGNL0, 5694236]
[paragraph, [768.0, 980.0, 332.0, 18.0], shoonya_6s4MEY944HGNL0, 5694236]
[paragraph, [768.0, 998.0, 332.0, 18.0], shoonya_6s4MEY944HGNL0, 5694236]
[paragraph, [768.0, 1016.0, 332.0, 18.0], shoonya_6s4MEY944HGNL0, 5694236]
[paragraph, [768.0, 1034.0, 332.0, 18.0], shoonya_6s4MEY944HGNL0, 5694236]
[paragraph, [82.0, 893.0, 328.0, 18.0], shoonya_5sJKXJ2ILU0VCA, 5694236]
[paragraph, [82.0, 911.0, 328.0, 18.0], shoonya_5sJKXJ2ILU0VCA, 5694236]
[paragraph, [82.0, 929.0, 328.0, 18.0], shoonya_5sJKXJ2ILU0VCA, 5694236]
[paragraph, [82.0, 947.0, 328.0, 18.0], shoonya_5sJKXJ2ILU0VCA, 5694236]
[paragraph, [82.0, 965.0, 328.0, 18.0], shoonya_5sJKXJ2ILU0VCA, 5694236]
[paragraph, [82.0, 983.0, 328.0, 18.0], shoonya_5sJKXJ2ILU0VCA, 5694236]
[paragraph, [424.0, 894.0, 335.0, 18.0], RTWErd8sfa, 5694236]
[paragraph, [424.0, 912.0, 335.0, 18.0], RTWErd8sfa, 5694236]
[paragraph, [424.0, 930.0, 335.0, 18.0], RTWErd8sfa, 5694236]
[paragraph, [424.0, 948.0, 335.0, 18.0], RTWErd8sfa, 5694236]
[paragraph, [424.0, 966.0, 335.0, 18.0], RTWErd8sfa, 5694236]
[paragraph, [424.0, 984.0, 335.0, 18.0], RTWErd8sfa, 5694236]
[paragraph, [424.0, 1010.0, 335.0, 18.0], NJ-f8_iV0o, 5694236]
[paragraph, [424.0, 1028.0, 335.0, 18.0], NJ-f8_iV0o, 5694236]
[paragraph, [424.0, 1046.0, 335.0, 18.0], NJ-f8_iV0o, 5694236]
[paragraph, [424.0, 1064.0, 335.0, 18.0], NJ-f8_iV0o, 5694236]
[paragraph, [424.0, 1082.0, 335.0, 18.0], NJ-f8_iV0o, 5694236]
[paragraph, [424.0, 1100.0, 335.0, 18.0], NJ-f8_iV0o, 5694236]
[paragraph, [424.0, 1118.0, 335.0, 18.0], NJ-f8_iV0o, 5694236]
[paragraph, [81.0, 1035.0, 333.0, 18.0], shoonya_8s31UZZXFHL02B, 5694236]
[paragraph, [81.0, 1053.0, 333.0, 18.0], shoonya_8s31UZZXFHL02B, 5694236]
[paragraph, [81.0, 1071.0, 333.0, 18.0], shoonya_8s31UZZXFHL02B, 5694236]
[paragraph, [81.0, 1089.0, 333.0, 18.0], shoonya_8s31UZZXFHL02B, 5694236]
[paragraph, [81.0, 1107.0, 333.0, 18.0], shoonya_8s31UZZXFHL02B, 5694236]
[paragraph, [81.0, 1125.0, 333.0, 18.0], shoonya_8s31UZZXFHL02B, 5694236]
[paragraph, [81.0, 1143.0, 333.0, 18.0], shoonya_8s31UZZXFHL02B, 5694236]
[paragraph, [81.0, 1161.0, 333.0, 18.0], shoonya_8s31UZZXFHL02B, 5694236]
[paragraph, [81.0, 1179.0, 333.0, 18.0], shoonya_8s31UZZXFHL02B, 5694236]
[paragraph, [81.0, 1197.0, 333.0, 18.0], shoonya_8s31UZZXFHL02B, 5694236]
[paragraph, [81.0, 1215.0, 333.0, 18.0], shoonya_8s31UZZXFHL02B, 5694236]
[paragraph, [81.0, 1233.0, 333.0, 18.0], shoonya_8s31UZZXFHL02B, 5694236]
[paragraph, [766.0, 1064.0, 339.0, 18.0], shoonya_3sF6W88UP00E26, 5694236]
[paragraph, [766.0, 1082.0, 339.0, 18.0], shoonya_3sF6W88UP00E26, 5694236]
[paragraph, [766.0, 1100.0, 339.0, 18.0], shoonya_3sF6W88UP00E26, 5694236]
[paragraph, [766.0, 1118.0, 339.0, 18.0], shoonya_3sF6W88UP00E26, 5694236]
[paragraph, [766.0, 1136.0, 339.0, 18.0], shoonya_3sF6W88UP00E26, 5694236]
[paragraph, [766.0, 1154.0, 339.0, 18.0], shoonya_3sF6W88UP00E26, 5694236]
[paragraph, [766.0, 1172.0, 339.0, 18.0], shoonya_3sF6W88UP00E26, 5694236]
[paragraph, [419.0, 1142.0, 339.0, 18.0], QaZUchShXF, 5694236]
[paragraph, [419.0, 1160.0, 339.0, 18.0], QaZUchShXF, 5694236]
[paragraph, [419.0, 1178.0, 339.0, 18.0], QaZUchShXF, 5694236]
[paragraph, [770.0, 1206.0, 330.0, 18.0], shoonya_1s7Y5N2BGVD2UW, 5694236]
[paragraph, [770.0, 1224.0, 330.0, 18.0], shoonya_1s7Y5N2BGVD2UW, 5694236]
[paragraph, [770.0, 1242.0, 330.0, 18.0], shoonya_1s7Y5N2BGVD2UW, 5694236]
[paragraph, [424.0, 1211.0, 330.0, 18.0], fHHREFv55_, 5694236]
[paragraph, [424.0, 1229.0, 330.0, 18.0], fHHREFv55_, 5694236]
